UID;Polygon_ID;annee;numero;departement;code_insee;nom_de_la_commune;date_de_premiere_alerte;origine_de_lalerte;moyens_de_premiere_intervention;surface_parcourue_m2;surface_parcourue_ha;Polygon_area_ha;surface_foret_m2;surface_maquis_garrigues_m2;autres_surfaces_naturelles_hors_foret_m2;surfaces_agricoles_m2;autres_surfaces_m2;surface_autres_terres_boisees_m2;surfaces_non_boisees_naturelles_m2;surfaces_non_boisees_artificialisees_m2;surfaces_non_boisees_m2;precision_des_surfaces;surface_de_feu_a_larrivee_des_secours_0_1_ha;voie_carrossable_la_plus_proche;activite_ou_habitation_la_plus_proche;type_de_peuplement;connaissance;source_de_lenquete;nature;intervention_de_lequipe_rcci;deces_ou_batiments_touches;nombre_de_deces;nombre_de_batiments_totalement_detruits;nombre_de_batiments_partiellement_detruits;hygrometrie_percent;vitesse_moyenne_du_vent_km_h;direction_du_vent;temperature_c;precision_de_la_donnee;presence_dun_contour_valide
B-2017-00112;Q-159;2017;172;9;9302;Suc-et-Sentenac;2017-01-07T09:25:00Z;Indéterminé;NA;5000000;500,0000;243,995058700;1000000;NA;4000000;NA;NA;0;4000000;0;4000000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01753;T-087;2020;13136;2B;2B002;Aghione;2020-06-05T14:39:00Z;Population;NA;898200;89,8200;75,938636440;677900;210900;NA;NA;NA;NA;NA;NA;9400;NA;NA;1;3;3;Certaine;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;33;25;SO;25;NA;Non
B-2019-02787;T-126;2019;13497;66;66108;Millas;2019-07-16T14:44:00Z;Vigie-caméra;1;880000;88,0000;244,151263900;500000;380000;NA;NA;NA;NA;NA;NA;NA;NA;1;4;1;4;Probable;Sapeur-pompier;Involontaire (particulier);Oui;Non;NA;NA;NA;29;40;E;31;NA;Non
B-2018-01566;T-165;2018;6734;2B;2B318;Taglio-Isolaccio;2018-01-03T21:28:00Z;Population;NA;880000;88,0000;82,182081590;500000;300000;NA;NA;NA;NA;NA;NA;80000;NA;NA;2;3;3;Probable;Coordinateur;Accidentelle;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02633;T-112;2019;12278;7;7126;Lagorce;2019-09-18T22:10:00Z;Population;3;868900;86,8900;85,001748710;128000;642900;NA;NA;NA;NA;NA;NA;98000;NA;1;4;2;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;30;N;25;NA;Non
B-2019-02094;T-109;2019;10510;7;7117;Lablachère;2019-08-06T13:44:00Z;Population;3;865800;86,5800;59,754922260;865800;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;3;4;Inconnue;NA;NA;Oui;Non;NA;NA;NA;NA;30;S;35;NA;Non
B-2019-02387;T-159;2019;11544;11;11372;Salsigne;2019-09-04T16:32:00Z;Indéterminé;NA;861419;86,1419;83,301630840;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02350;T-141;2020;16247;13;13077;Port-de-Bouc;2020-08-04T16:04:00Z;Vigie-caméra;1;832200;83,2200;85,693948140;637200;128000;NA;NA;NA;NA;NA;NA;67000;NA;1;2;2;1;Certaine;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02885;T-140;2020;18542;48;48116;Pont de Montvert - Sud Mont Lozère;2020-02-23T17:00:00Z;Indéterminé;NA;819600;81,9600;79,217751430;365900;453700;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Certaine;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01421;T-153;2020;6012;33;33449;Saint-Médard-en-Jalles;2020-04-14T16:07:00Z;Indéterminé;NA;798600;79,8600;129,369772200;798600;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02303;Q-178;2017;11816;13;13047;Istres;2017-08-01T14:50:00Z;Vigie-caméra;1;725200;72,5200;NA;360000;365200;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01902;Q-180;2017;9582;13;13098;Saint-Mitre-les-Remparts;2017-06-30T16:13:00Z;Vigie-caméra;1;143400;14,3400;NA;142500;0;NA;NA;NA;NA;NA;NA;900;NA;1;2;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02987;T-171;2017;15246;4;4120;Val d'Oronaye;2017-10-05T13:18:00Z;Indéterminé;1;767100;76,7100;159,130821900;317100;366600;NA;NA;NA;NA;NA;NA;83400;NA;NA;NA;NA;4;Certaine;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02432;Q-183;2017;12259;13;13077;Port-de-Bouc;2017-08-10T18:17:00Z;Vigie-caméra;1;336300;33,6300;NA;254000;NA;NA;NA;NA;NA;NA;NA;82300;NA;1;2;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02086;T-137;2020;15128;2B;2B224;Pietracorbara;2020-02-10T14:01:00Z;Population;NA;741300;74,1300;78,500700510;306400;434900;NA;NA;NA;NA;NA;NA;0;NA;NA;3;3;5;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00640;EPHE-125;2019;2120;3;3055;La Chapelaude;2019-08-31T13:20:00Z;Indéterminé;NA;740000;74,0000;NA;170000;NA;0;NA;NA;0;0;570000;570000;Mesurées;NA;NA;NA;NA;NA;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02843;EPHE-021;2020;17996;7;7153;Mayres;2020-02-22T13:50:00Z;Population;3;710600;71,0600;NA;41400;669200;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;0;NA;15;NA;Non
B-2019-02635;T-167;2019;12287;2A;2A326;Tolla;2019-02-23T19:39:00Z;Indéterminé;3;710000;71,0000;62,009561650;85500;624500;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;1;Probable;Coordinateur;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02330;T-093;2017;11864;6;6033;Carros;2017-07-24T16:06:00Z;Population;1;707870;70,7870;63,017708900;707870;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;4;NA;NA;NA;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00255;V-004;2020;1327;82;82187;Varen;2020-08-10T14:09:00Z;Indéterminé;NA;700000;70,0000;11,206709760;700000;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;Administrateur IGN;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;Données partielles ou non valides;Non
B-2017-00111;NA;2017;170;9;9231;Port (Le);2017-01-06T08:50:00Z;Indéterminé;NA;700000;70,0000;NA;200000;NA;500000;NA;NA;0;500000;0;500000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01805;T-169;2019;9136;11;11397;Trèbes;2019-07-16T11:27:00Z;Indéterminé;NA;695980;69,5980;75,136492250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02066;Q-197;2017;11112;34;34031;Bessan;2017-07-15T12:03:00Z;Indéterminé;3;1025000;102,5000;NA;NA;900000;NA;NA;NA;NA;NA;NA;125000;NA;1;2;3;1;Certaine;Coordinateur;Involontaire (travaux);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02081;T-144;2019;10479;66;66156;Rabouillet;2019-03-06T12:46:00Z;Population;5;670000;67,0000;58,803030100;300000;370000;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;4;Probable;Sapeur-pompier;Involontaire (travaux);Oui;Non;NA;NA;NA;35;25;S;10;NA;Non
B-2019-01236;Q-199;2019;5986;41;41267;Vallières-les-Grandes;2019-07-18T16:27:00Z;Indéterminé;NA;1020000;102,0000;NA;20000;NA;0;NA;NA;0;0;1000000;1000000;Estimées;NA;NA;NA;NA;NA;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02250;T-170;2020;15840;30;30339;Val-d'Aigoual;2020-02-24T15:36:00Z;Indéterminé;NA;663168;66,3168;37,588004120;576000;87168;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;1;Probable;Forestier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02570;T-114;2017;13349;84;84084;Motte-d'Aigues (La);2017-08-11T17:39:00Z;Moyen aérien;NA;660000;66,0000;19,995842790;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;Certaine;Forestier;Malveillance;Oui;Non;NA;NA;NA;19;18;NO;29;NA;Non
B-2017-01315;T-168;2017;7093;11;11393;Tourouzelle;2017-09-06T15:35:00Z;Indéterminé;NA;643551;64,3551;64,610783990;413515;148655;NA;NA;NA;NA;NA;NA;81381;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01763;Q-206;2019;8887;30;30125;Garons;2019-06-28T17:24:00Z;Indéterminé;NA;1188332;118,8332;NA;898032;130000;NA;NA;NA;NA;NA;NA;160300;NA;NA;4;3;4;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02075;T-151;2020;15108;7;7265;Saint-Marcel-lès-Annonay;2020-08-01T13:46:00Z;Population;3;638600;63,8600;56,983188610;516800;121800;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;5;Inconnue;NA;NA;Oui;Non;NA;NA;NA;NA;30;NE;30;NA;Non
B-2019-01747;Q-209;2019;8835;30;30179;Montfrin;2019-06-28T19:42:00Z;Population;3;723244;72,3244;NA;21644;8900;NA;NA;NA;NA;NA;NA;692700;NA;NA;4;3;2;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02220;T-111;2020;15655;5;5055;La Faurie;2020-08-10T15:50:00Z;Population;3;628500;62,8500;62,056091820;472700;155800;NA;NA;NA;NA;NA;NA;NA;NA;1;3;3;4;Certaine;Forestier;Naturelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03008;Q-210;2017;15287;30;30200;Pompignan;2017-10-13T14:57:00Z;Indéterminé;NA;720000;72,0000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01844;T-105;2019;9617;34;34095;Fabrègues;2019-07-18T16:20:00Z;Population;3;622900;62,2900;75,892636370;NA;622900;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;Probable;Coordinateur;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02175;T-088;2017;11399;2B;2B009;Aléria;2017-07-24T10:40:00Z;Indéterminé;NA;613700;61,3700;88,067068030;400000;NA;NA;NA;NA;NA;NA;NA;213700;NA;NA;4;3;3;Certaine;Sapeur-pompier;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02355;T-089;2017;11944;2A;2A017;Appietto;2017-08-02T12:27:00Z;Population;3;610000;61,0000;72,857524900;NA;610000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-00005;T-113;2017;9;12;12119;Laguiole;2017-01-07T18:02:00Z;Indéterminé;NA;600000;60,0000;17,013581450;0;NA;600000;NA;NA;600000;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00201;NA;2019;554;52;52205;Foulain;2019-07-25T15:33:00Z;Indéterminé;NA;600000;60,0000;NA;100000;NA;0;NA;NA;0;0;500000;500000;Estimées;NA;NA;NA;NA;NA;Administrateur IGN;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00024;Q-222;2019;86;31;31465;Saccourvielle;2019-03-03T16:26:00Z;Indéterminé;NA;2000000;200,0000;NA;1000000;NA;1000000;NA;NA;0;1000000;0;1000000;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00793;Q-226;2019;2605;33;33284;Mios;2019-10-13T12:00:00Z;Indéterminé;NA;550000;55,0000;NA;550000;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02244;A-136;2017;11527;4;4020;Barles;2017-02-25T13:20:00Z;Population;3;577600;57,7600;96,531223430;NA;524000;NA;NA;NA;NA;NA;NA;53600;NA;NA;NA;NA;1;Certaine;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02627;T-175;2019;12258;2B;2B355;Volpajola;2019-10-04T10:29:00Z;Indéterminé;NA;566000;56,6000;47,397037430;NA;566000;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;Certaine;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;38;10;S;19;NA;Non
B-2020-00486;T-138;2020;2477;16;16260;Pillac;2020-04-10T12:14:00Z;Indéterminé;NA;550000;55,0000;36,105291660;550000;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02435;T-146;2017;12268;7;7207;Saint-Alban-Auriolles;2017-07-17T15:56:00Z;Population;3;550000;55,0000;49,066807290;NA;550000;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Inconnue;NA;NA;Oui;Non;NA;NA;NA;NA;NA;S;30;NA;Non
B-2018-01696;T-107;2018;7362;11;11151;Fontiès-d'Aude;2018-09-26T16:34:00Z;Indéterminé;NA;549035;54,9035;54,360736290;113512;373923;NA;NA;NA;NA;NA;NA;61600;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01234;Q-241;2019;5982;41;41041;La Chapelle-Vicomtesse;2019-07-17T16:16:00Z;Indéterminé;NA;600000;60,0000;NA;0;NA;100000;NA;NA;100000;0;500000;500000;Estimées;NA;NA;NA;NA;NA;Sapeur-pompier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01886;NA;2019;9857;4;4004;Allemagne-en-Provence;2019-07-25T13:08:00Z;Indéterminé;1;527700;52,7700;NA;72000;455700;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;5;Certaine;Forestier;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01819;V-002;2020;13843;34;34197;Péret;2020-07-08T14:45:00Z;Vigie-caméra;2;517100;51,7100;47,636748400;NA;517100;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Gestionnaire;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00207;NA;2019;591;55;55229;Han-sur-Meuse;2019-07-25T14:00:00Z;Indéterminé;NA;510000;51,0000;NA;10000;NA;0;NA;NA;0;0;500000;500000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01607;NA;2018;6822;34;34332;Vias;2018-10-03T14:54:00Z;Indéterminé;NA;507900;50,7900;NA;NA;57900;NA;NA;NA;NA;NA;NA;450000;NA;NA;NA;NA;NA;Certaine;Coordinateur;Involontaire (travaux);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00464;T-104;2019;1825;15;15065;Espinasse;2019-02-27T15:30:00Z;Indéterminé;NA;500000;50,0000;43,754940800;0;NA;500000;NA;NA;500000;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00471;T-120;2019;1832;15;15105;Leyvaux;2019-03-02T08:00:00Z;Indéterminé;NA;500000;50,0000;17,213755680;0;NA;500000;NA;NA;500000;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01110;T-164;2020;4801;41;41249;Souesmes;2020-09-14T15:45:00Z;Indéterminé;NA;500000;50,0000;28,779977300;500000;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01319;Q-267;2020;5703;64;64223;Etsaut;2020-02-24T14:26:00Z;Indéterminé;NA;700000;70,0000;113,698707200;0;NA;700000;NA;NA;700000;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Involontaire (travaux);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02203;Q-268;2017;11457;6;6034;Castagniers;2017-07-17T14:48:00Z;Population;1;906980;90,6980;48,974580240;906980;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;4;Certaine;Service de police et de gendarmerie;Involontaire (particulier);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00337;T-102;2020;1710;28;28122;Dammarie;2020-07-21T16:36:00Z;Indéterminé;NA;480000;48,0000;36,617771280;0;NA;480000;NA;NA;10000;470000;0;470000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01529;Q-270;2017;7660;30;30176;Montdardier;2017-10-03T12:15:00Z;Autre;3;660420;66,0420;7,965998638;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02596;T-143;2017;13484;13;13079;Puyloubier;2017-08-19T20:41:00Z;Vigie-caméra;1;472700;47,2700;31,189036950;282700;9300;NA;NA;NA;NA;NA;NA;180700;NA;1;2;2;1;Inconnue;NA;NA;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01093;NA;2019;3583;27;27524;Sainte-Colombe-la-Commanderie;2019-07-25T12:53:00Z;Indéterminé;NA;470000;47,0000;NA;20000;NA;450000;NA;NA;0;450000;0;450000;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02950;Q-271;2017;14980;34;34170;Montouliers;2017-10-07T13:15:00Z;Indéterminé;3;523700;52,3700;43,594823590;NA;523700;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Certaine;Coordinateur;Involontaire (particulier);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00410;T-154;2019;1571;87;87183;Saint-Sylvestre;2019-09-16T19:47:00Z;Indéterminé;NA;450000;45,0000;22,369089790;450000;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02614;NA;2017;13510;30;30239;Sainte-Cécile-d'Andorge;2017-08-22T21:08:00Z;Autre;1;450000;45,0000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02816;T-145;2017;14293;34;34235;Rosis;2017-09-12T18:50:00Z;Indéterminé;2;447964;44,7964;45,516404170;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02784;T-134;2017;14062;34;34181;Neffiès;2017-09-06T18:31:00Z;Population;2;437143;43,7143;41,392425650;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;1;Probable;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00949;NA;2019;3092;33;33527;Le Teich;2019-02-23T14:00:00Z;Indéterminé;NA;435300;43,5300;NA;435300;NA;0;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00432;Q-272;2019;1696;15;15137;Moussages;2019-01-16T23:00:00Z;Indéterminé;NA;500000;50,0000;23,778093470;0;NA;500000;NA;NA;500000;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02453;T-149;2017;12541;6;6118;Saint-Cézaire-sur-Siagne;2017-08-01T14:11:00Z;Population;5;427700;42,7700;39,121868910;427330;NA;NA;NA;NA;NA;NA;NA;370;NA;1;4;1;4;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-02626;Q-274;2019;12254;2A;2A200;Palneca;2019-01-01T21:14:00Z;Indéterminé;3;786400;78,6400;41,232707320;45800;260000;NA;NA;NA;NA;NA;NA;480600;NA;NA;3;3;1;Inconnue;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-00336;NA;2020;1701;28;28037;Bérou-la-Mulotière;2020-07-17T15:09:00Z;Indéterminé;NA;420000;42,0000;NA;0;NA;420000;NA;NA;20000;400000;0;400000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01990;T-142;2019;10162;11;11266;Port-la-Nouvelle;2019-08-02T14:44:00Z;Indéterminé;NA;417765;41,7765;42,754184130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01138;T-100;2019;3914;86;86086;Coussay-les-Bois;2019-07-10T11:21:00Z;Indéterminé;NA;410000;41,0000;27,962429210;10000;NA;350000;NA;NA;0;350000;50000;400000;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-01546;Q-276;2019;7584;6;6148;Tourrettes-sur-Loup;2019-01-27T11:10:00Z;Population;3;734000;73,4000;112,222940300;70000;664000;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;1;Certaine;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02247;T-125;2020;15836;30;30169;Milhaud;2020-08-01T15:19:00Z;Indéterminé;NA;409541;40,9541;37,819960440;58000;NA;NA;NA;NA;NA;NA;NA;351541;NA;NA;4;3;1;Probable;Forestier;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-01110;Q-277;2018;4771;11;11398;Treilles;2018-07-10T17:39:00Z;Indéterminé;NA;603894;60,3894;44,115268420;237900;365994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-02215;T-132;2020;15619;11;11253;Montolieu;2020-08-19T16:08:00Z;Indéterminé;NA;404965;40,4965;40,107926740;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01277;T-129;2017;7051;11;11256;Montséret;2017-07-25T14:12:00Z;Indéterminé;NA;401426;40,1426;38,270407130;40737;285425;NA;NA;NA;NA;NA;NA;75264;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00122;T-121;2019;261;9;9138;L'Herm;2019-02-27T15:00:00Z;Indéterminé;NA;400000;40,0000;16,608462090;400000;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-02666;T-122;2017;13688;2B;2B143;Linguizzetta;2017-09-02T16:35:00Z;Indéterminé;NA;400000;40,0000;45,474098040;NA;300000;NA;NA;NA;NA;NA;NA;100000;NA;NA;NA;NA;1;Probable;Coordinateur;Malveillance;Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2018-00325;T-172;2018;605;81;81307;Valdurenque;2018-10-02T15:47:00Z;Indéterminé;NA;400000;40,0000;30,862386000;400000;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00731;NA;2019;2427;64;64506;Sarrance;2019-03-03T16:56:00Z;Indéterminé;NA;400000;40,0000;NA;0;NA;400000;NA;NA;400000;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2019-00636;NA;2019;2107;50;50403;Pirou;2019-03-27T13:25:00Z;Indéterminé;NA;400000;40,0000;NA;400000;NA;0;NA;NA;0;0;0;0;Estimées;NA;NA;NA;NA;NA;Coordinateur;Malveillance;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01211;NA;2020;5024;9;9328;Verdun;2020-08-20T16:51:00Z;Indéterminé;NA;400000;40,0000;NA;0;NA;400000;NA;NA;150000;250000;0;250000;Mesurées;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01655;Q-281;2020;12560;2A;2A254;Quenza;2020-02-04T05:30:00Z;Indéterminé;3;31392900;3139,2900;1207,306064000;30381100;707300;NA;NA;NA;NA;NA;NA;304500;NA;NA;4;3;5;Probable;Gestionnaire;Involontaire (particulier);Oui;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-03076;NA;2017;15537;4;4023;Bayons;2017-03-17T11:59:00Z;Population;1;398600;39,8600;NA;348900;33800;NA;NA;NA;NA;NA;NA;15900;NA;NA;NA;NA;2;Certaine;Sapeur-pompier;Involontaire (particulier);Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2017-01320;NA;2017;7099;11;11040;Bizanet;2017-09-07T18:05:00Z;Indéterminé;NA;395900;39,5900;NA;67400;159418;NA;NA;NA;NA;NA;NA;169082;NA;NA;NA;NA;NA;NA;NA;NA;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
B-2020-01986;NA;2020;14485;6;6130;Saint-Vallier-de-Thiey;2020-02-11T06:17:00Z;Population;3;392700;39,2700;NA;22700;370000;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;Certaine;Coordinateur;Accidentelle;Non;Non;NA;NA;NA;NA;NA;NA;NA;NA;Non
