,Chain,Time_Between_Disturbances,Centroid
0,storm -> biotic-dieback,0.4986301369863014,POINT (678209.4665950488 6537870.631396422)
1,storm -> fire,1.0,POINT (609083.2986667965 6538456.987595372)
0,storm -> biotic-dieback,0.0,POINT (624513.7704912518 6538188.041412377)
0,storm -> biotic-dieback,0.0,POINT (921406.9344521371 6541442.3111528745)
0,storm -> biotic-dieback,0.0,POINT (661270.1408685088 6537326.7074083295)
0,storm -> biotic-dieback,0.4986301369863014,POINT (605114.1264651921 6537851.340767791)
0,storm -> biotic-dieback,1.0,POINT (613476.3757619334 6537692.652686517)
0,biotic-dieback -> biotic-mortality,2.5013698630136987,POINT (702171.4333578242 6537004.884705089)
0,storm -> biotic-dieback,0.4986301369863014,POINT (745588.9887308673 6537125.220878621)
0,storm -> biotic-dieback,0.0,POINT (610376.0784140589 6537327.742955862)
0,storm -> biotic-dieback,1.0,POINT (428471.3135157912 6542692.699621711)
0,storm -> biotic-dieback,0.0,POINT (619120.9546692738 6537223.081657575)
0,storm -> biotic-dieback,0.0,POINT (807900.1460390361 6537261.797372613)
0,storm -> biotic-dieback,0.0,POINT (600757.4396980898 6536809.815045645)
0,biotic-dieback -> fire,0.4986301369863014,POINT (493589.4772672566 6539181.524046721)
0,fire -> biotic-dieback,2.5013698630136987,POINT (890505.4963010014 6538651.592060671)
0,storm -> biotic-dieback,0.00821917808219178,POINT (668534.6275630723 6535655.614700754)
0,fire -> biotic-dieback,1.0,POINT (890663.4568132077 6538559.297413046)
0,storm -> biotic-dieback,0.0,POINT (807439.7635524685 6536444.184532348)
0,storm -> biotic-dieback,1.5013698630136987,POINT (739365.6750715195 6535548.635733724)
0,fire -> biotic-dieback,0.0,POINT (490778.4451388983 6538902.020284794)
0,storm -> biotic-dieback,0.0,POINT (739469.6728725855 6535447.507304244)
0,storm -> biotic-dieback,0.0,POINT (739502.3856484422 6535382.937673177)
0,storm -> biotic-dieback,0.0,POINT (739531.6304960346 6535355.363365941)
0,storm -> biotic-dieback,1.5013698630136987,POINT (742034.8360382452 6535312.502789556)
0,storm -> biotic-dieback,0.4986301369863014,POINT (600797.3411488115 6535648.875962853)
0,storm -> biotic-dieback,0.0,POINT (668134.212990756 6534835.594416351)
0,fire -> biotic-dieback,0.0,POINT (493040.4162579131 6538219.8949211165)
0,storm -> biotic-dieback,0.0,POINT (613330.505234905 6535258.306912423)
0,fire -> biotic-dieback,0.0,POINT (491226.1626593687 6538142.648964586)
0,storm -> biotic-dieback,1.0,POINT (601121.5693895887 6535360.077423895)
0,storm -> biotic-dieback,0.4986301369863014,POINT (601105.9713140992 6535294.384721295)
0,storm -> biotic-dieback,0.0,POINT (569732.4719548027 6535660.774095968)
0,storm -> biotic-dieback,0.0,POINT (569932.8379313982 6535691.012918248)
0,storm -> biotic-dieback,0.0,POINT (605632.6836157296 6534840.102348818)
0,storm -> biotic-dieback,1.0,POINT (757339.7129613714 6534385.74609106)
0,biotic-dieback -> fire,2.5013698630136987,POINT (515033.598194654 6536914.275086975)
0,storm -> biotic-dieback,0.0,POINT (604007.562564482 6534857.061057818)
0,storm -> biotic-dieback,1.0,POINT (757375.8938880274 6534316.675515095)
0,storm -> biotic-dieback,1.0,POINT (608583.7956511049 6534705.031194352)
0,fire -> biotic-dieback,2.0,POINT (491337.52914806304 6537387.501138841)
0,storm -> biotic-dieback,0.0,POINT (752483.9465752918 6534094.268809962)
0,storm -> biotic-dieback,0.0,POINT (765018.9337592954 6534018.2711776225)
0,storm -> biotic-dieback,0.4986301369863014,POINT (603953.2291539991 6534310.9657814)
0,storm -> biotic-dieback,0.0,POINT (754205.8934978842 6533704.746464751)
0,biotic-dieback -> biotic-mortality,1.0,POINT (776999.631698158 6533905.820544563)
0,storm -> biotic-dieback,0.0,POINT (753987.2470705821 6533587.1324764835)
0,biotic-dieback -> biotic-mortality,0.0,POINT (753025.0128901759 6533527.822800602)
0,storm -> biotic-dieback,0.0,POINT (748146.5265053537 6533313.712882706)
0,fire -> biotic-dieback,1.0,POINT (741008.8928914936 6533231.282913873)
0,storm -> biotic-dieback,0.0,POINT (602890.4210119217 6533779.940467017)
0,storm -> biotic-dieback,0.0,POINT (595041.6184756714 6533848.723155529)
0,storm -> biotic-dieback,0.0,POINT (617741.820286756 6533473.85773323)
0,biotic-dieback -> biotic-mortality,0.0,POINT (604012.482643235 6533751.777197835)
0,storm -> biotic-dieback,1.0,POINT (605564.6321791958 6533574.517520028)
0,storm -> biotic-dieback,0.00821917808219178,POINT (669435.1495492874 6532645.714116555)
0,storm -> biotic-dieback,0.0,POINT (599116.1713535353 6533359.32810369)
0,storm -> biotic-dieback,1.5013698630136987,POINT (604858.580632043 6533181.377273868)
0,storm -> biotic-dieback,0.4986301369863014,POINT (596492.6213749105 6533270.822468059)
0,storm -> biotic-dieback,0.4986301369863014,POINT (596443.6925899357 6533243.883282752)
0,storm -> biotic-dieback,1.5013698630136987,POINT (597550.5106762502 6533294.30205238)
0,storm -> biotic-dieback,0.0,POINT (598991.7542051495 6533145.781848098)
0,biotic-dieback -> biotic-mortality,0.989041095890411,POINT (956543.3719343933 6537683.530537234)
0,storm -> biotic-dieback,1.0,POINT (748406.9560339365 6532385.7119083395)
0,storm -> biotic-dieback,0.00821917808219178,POINT (979647.1423829326 6538539.763661628)
0,storm -> biotic-dieback,0.0,POINT (610712.0729674998 6532799.361914995)
0,biotic-dieback -> fire,0.0,POINT (558963.7337391898 6533454.876004071)
0,fire -> biotic-dieback,2.0,POINT (559090.1987532992 6533434.292223565)
0,fire -> biotic-dieback,1.0,POINT (559147.1351713085 6533380.219177673)
0,fire -> biotic-dieback,2.0,POINT (559213.6365075969 6533320.372701113)
0,fire -> biotic-dieback,0.4986301369863014,POINT (559531.2058394587 6533242.727633084)
0,fire -> biotic-dieback,2.0,POINT (563279.3177256099 6533081.282825094)
0,storm -> biotic-dieback,0.0,POINT (648319.7776576501 6531670.045090931)
0,biotic-dieback -> biotic-mortality,0.989041095890411,POINT (894127.4302504333 6534473.988990627)
0,fire -> biotic-dieback,0.9917808219178083,POINT (739140.217534341 6531410.480221825)
0,fire -> biotic-dieback,1.0,POINT (739098.9722066841 6531362.622761229)
0,storm -> biotic-dieback,2.0,POINT (642888.7997989497 6531488.60336401)
0,fire -> biotic-dieback,1.0,POINT (738765.7159438101 6531235.250423481)
0,fire -> biotic-dieback,2.0,POINT (629721.4370021168 6531398.142970886)
0,biotic-dieback -> biotic-mortality,0.4904109589041096,POINT (984462.7709312455 6537525.6975374315)
0,biotic-dieback -> fire,0.0,POINT (559480.9821096262 6532579.552878728)
0,biotic-dieback -> biotic-mortality,0.0,POINT (609873.8143655262 6531504.346729417)
0,fire -> biotic-dieback,3.0,POINT (626850.8826143139 6531164.335178226)
0,fire -> biotic-dieback,2.0027397260273974,POINT (739444.6002224084 6530815.525058525)
0,storm -> biotic-dieback,2.0,POINT (753265.0790642526 6530924.752208612)
0,biotic-dieback -> fire,1.0,POINT (510967.64820297575 6533509.02615136)
0,biotic-dieback -> fire,2.5013698630136987,POINT (510817.14263454254 6533481.931409226)
0,storm -> biotic-dieback,1.0082191780821919,POINT (679833.3030010741 6530430.203070469)
0,storm -> biotic-dieback,1.5013698630136987,POINT (756251.1001871106 6530516.483031874)
1,storm -> fire,3.0027397260273974,POINT (512188.59860912064 6533087.979768288)
0,storm -> biotic-dieback,0.0,POINT (756204.4022493621 6530321.708023561)
0,storm -> biotic-dieback,0.0,POINT (919226.6340988493 6533904.708674383)
0,fire -> biotic-dieback,1.5013698630136987,POINT (628573.3880458885 6530272.0670361295)
0,storm -> biotic-dieback,0.0,POINT (661328.7561156218 6529880.527869157)
0,storm -> biotic-dieback,0.0,POINT (608207.6427808634 6530546.08030469)
0,storm -> biotic-dieback,0.00821917808219178,POINT (811878.8066849213 6530763.532457674)
0,storm -> biotic-dieback,0.0,POINT (601278.258071608 6530470.69733501)
0,storm -> biotic-dieback,0.0,POINT (571381.8281605669 6530970.001066318)
0,storm -> biotic-dieback,0.0,POINT (612914.9584670656 6530102.782281421)
0,storm -> biotic-dieback,0.0,POINT (759727.337243934 6529752.173272481)
0,fire -> biotic-dieback,2.0,POINT (628671.7646904277 6529892.398113251)
0,fire -> biotic-dieback,1.0,POINT (630013.2674254406 6529825.097651042)
0,biotic-dieback -> biotic-mortality,2.5013698630136987,POINT (783340.3806027608 6530065.519460781)
0,biotic-dieback -> fire,3.0027397260273974,POINT (516099.7073563414 6532169.496411004)
0,fire -> biotic-dieback,0.0,POINT (948787.250441877 6534442.032961214)
0,biotic-dieback -> fire,3.0027397260273974,POINT (516008.5252334861 6532105.575302138)
0,fire -> biotic-dieback,3.0027397260273974,POINT (628695.5265493257 6529725.7659972)
0,fire -> biotic-dieback,0.4986301369863014,POINT (948830.3328985911 6534337.272924227)
0,fire -> biotic-dieback,0.0,POINT (745292.1925576192 6529398.399943171)
0,fire -> biotic-dieback,0.0,POINT (745379.6800491622 6529371.28390136)
0,fire -> biotic-dieback,0.0,POINT (744720.6193012396 6529310.9107292555)
0,fire -> biotic-dieback,2.5013698630136987,POINT (629007.4599809411 6529512.7527585495)
0,fire -> biotic-dieback,1.0,POINT (745196.0319527509 6529286.636248731)
0,fire -> biotic-dieback,3.0027397260273974,POINT (746419.2586331395 6529478.586082201)
0,fire -> biotic-dieback,0.0,POINT (744691.9299815621 6529255.174714548)
0,storm -> biotic-dieback,0.0,POINT (647630.2681093721 6529445.168648549)
0,fire -> biotic-dieback,2.0,POINT (630073.067304264 6529632.7845547395)
0,fire -> biotic-dieback,0.0,POINT (745167.2444867784 6529244.778853314)
0,fire -> biotic-dieback,0.0,POINT (744663.0377421889 6529227.200651084)
0,biotic-dieback -> fire,1.5041095890410958,POINT (700418.828523088 6528947.811180831)
0,biotic-dieback -> fire,2.0,POINT (515062.0915789684 6531821.765089192)
0,fire -> biotic-dieback,2.0,POINT (626634.3302409289 6529371.812381391)
0,biotic-dieback -> fire,2.0027397260273974,POINT (514220.1439754323 6531719.973107128)
0,biotic-dieback -> fire,0.4986301369863014,POINT (514459.97182960587 6531747.45333447)
0,fire -> biotic-dieback,1.0,POINT (628594.5929671412 6529278.247695832)
0,biotic-dieback -> fire,4.002739726027397,POINT (514442.4045687612 6531652.876407029)
0,storm -> biotic-dieback,1.0,POINT (752514.2502877696 6529028.145217743)
0,fire -> biotic-dieback,1.0,POINT (628646.2698173343 6529035.698005789)
0,fire -> biotic-dieback,4.002739726027397,POINT (628723.8582844012 6529034.794855997)
0,storm -> biotic-dieback,0.00821917808219178,POINT (670019.1872499374 6528634.939601876)
0,fire -> biotic-dieback,1.0,POINT (739177.3588356256 6528634.401231348)
0,biotic-dieback -> fire,0.4986301369863014,POINT (745980.0131132866 6528640.030443888)
0,fire -> biotic-dieback,1.0,POINT (739216.5109923551 6528579.125357908)
0,storm -> biotic-dieback,0.0,POINT (766394.6284945039 6528761.537068574)
0,storm -> biotic-dieback,2.0,POINT (621671.338788597 6528834.9250029465)
0,fire -> biotic-dieback,3.0,POINT (590654.4295240521 6529269.733238727)
0,storm -> biotic-dieback,0.0,POINT (664219.717914423 6528405.398203706)
0,storm -> biotic-dieback,0.0,POINT (621565.7734958642 6528772.416264078)
1,storm -> biotic-dieback,0.0,POINT (626331.5211295354 6528669.3416265985)
0,fire -> biotic-dieback,2.0,POINT (630823.5916105642 6528580.378881437)
0,biotic-dieback -> biotic-mortality,1.0,POINT (895162.1313411953 6531304.720973925)
0,fire -> biotic-dieback,2.0,POINT (626708.3150345924 6528596.988894454)
0,fire -> biotic-dieback,2.0,POINT (630183.8480805485 6528535.457091767)
0,fire -> biotic-dieback,2.5013698630136987,POINT (628817.6049156514 6528476.564044836)
0,storm -> biotic-dieback,1.5013698630136987,POINT (752681.1342037254 6528240.609241864)
0,storm -> biotic-dieback,0.0,POINT (603593.6488508878 6528752.709287084)
0,fire -> biotic-dieback,2.0,POINT (626721.9551751623 6528428.660618677)
0,biotic-dieback -> fire,3.0027397260273974,POINT (514083.3134703307 6530691.628694653)
0,biotic-dieback -> fire,3.0027397260273974,POINT (514116.36615617224 6530629.519592429)
1,storm -> biotic-dieback,2.0,POINT (591908.3903293755 6528810.665742757)
0,storm -> biotic-dieback,0.5095890410958904,POINT (957535.7436415011 6533219.998764164)
0,storm -> biotic-dieback,0.0,POINT (759220.2385469732 6527985.564383504)
0,fire -> biotic-dieback,0.0,POINT (743432.4824054649 6527691.371469028)
0,fire -> biotic-dieback,0.0,POINT (743490.6865181752 6527691.7842751285)
0,storm -> biotic-dieback,1.0,POINT (752894.7206637666 6527787.336103294)
0,fire -> biotic-dieback,0.0,POINT (743420.0727302217 6527617.248025819)
0,fire -> biotic-dieback,1.0,POINT (625859.9521727541 6527909.07518108)
0,storm -> biotic-dieback,0.0,POINT (650942.3752480356 6527442.305534925)
0,fire -> biotic-dieback,2.0,POINT (629065.995400379 6527587.07166042)
0,storm -> biotic-dieback,0.0,POINT (606637.6457822197 6527854.4193808315)
0,storm -> biotic-dieback,0.0,POINT (613107.7637893765 6527750.927715258)
0,fire -> biotic-dieback,2.0,POINT (630814.9671746637 6527530.057111453)
0,storm -> biotic-dieback,0.0,POINT (667278.4819909213 6527208.3720972985)
0,biotic-dieback -> fire,0.4986301369863014,POINT (743222.2000847429 6527245.671826977)
0,fire -> biotic-dieback,1.5013698630136987,POINT (624308.4304725849 6527583.560358416)
0,fire -> biotic-dieback,0.5013698630136987,POINT (742992.3789124871 6527196.187256201)
0,storm -> biotic-dieback,0.0,POINT (613174.6846352561 6527680.566166557)
0,biotic-dieback -> fire,2.0,POINT (743241.7987546466 6527218.046778957)
0,biotic-dieback -> fire,1.0,POINT (895114.4195305954 6530166.786586402)
1,storm -> biotic-dieback,0.0,POINT (629076.4343503657 6527441.1868519075)
0,storm -> biotic-dieback,1.0,POINT (756982.3371305448 6527187.457963095)
0,biotic-dieback -> fire,1.0,POINT (894754.095323839 6529843.292462149)
0,biotic-dieback -> biotic-mortality,1.5013698630136987,POINT (636369.1926383316 6526904.96088137)
0,fire -> biotic-dieback,0.4986301369863014,POINT (596771.2414344044 6527365.728115841)
0,fire -> biotic-dieback,2.0,POINT (590012.8718208998 6527435.698065695)
0,fire -> biotic-dieback,0.4986301369863014,POINT (596740.617843866 6527276.00279072)
0,fire -> biotic-dieback,1.0,POINT (426313.2918773155 6532499.673353129)
1,storm -> biotic-dieback,0.0,POINT (599796.407213605 6527146.469084711)
0,storm -> biotic-dieback,0.0,POINT (610553.8594710958 6526940.824070524)
0,storm -> biotic-dieback,1.4986301369863013,POINT (651405.3542041429 6526457.397086576)
0,fire -> biotic-dieback,0.4986301369863014,POINT (600821.8736905036 6527021.172672447)
0,fire -> biotic-dieback,2.5013698630136987,POINT (624964.4728150303 6526660.756618304)
0,fire -> biotic-dieback,1.0,POINT (599397.0628862147 6526978.450678816)
0,fire -> biotic-dieback,2.5013698630136987,POINT (625246.0010327825 6526752.402979493)
0,fire -> biotic-dieback,1.0,POINT (599355.3173184918 6526947.898955214)
0,fire -> biotic-dieback,0.4986301369863014,POINT (625677.3181507571 6526572.176811545)
0,fire -> biotic-dieback,2.0,POINT (624871.6745409169 6526554.23452932)
0,biotic-dieback -> fire,0.0,POINT (591822.679143239 6527081.188391055)
0,biotic-dieback -> fire,1.0,POINT (749517.5368366063 6526196.646053537)
0,fire -> biotic-dieback,3.0027397260273974,POINT (625082.4420793243 6526490.572264569)
0,fire -> biotic-dieback,1.0,POINT (598494.4310319205 6526862.422458521)
0,fire -> biotic-dieback,1.0,POINT (596330.5508452823 6526863.7570686005)
0,fire -> biotic-dieback,1.0,POINT (624886.5091759759 6526407.296386702)
0,biotic-dieback -> fire,1.0,POINT (749556.6856852747 6526155.317155797)
0,biotic-dieback -> biotic-mortality,1.9945205479452055,POINT (942028.8786346238 6530562.831295233)
1,storm -> biotic-dieback,0.0,POINT (628519.1592249083 6526249.963271028)
1,biotic-dieback -> fire,0.4986301369863014,POINT (749678.0535230903 6526014.636380962)
0,fire -> biotic-dieback,0.0,POINT (599309.4413884387 6526518.273746925)
0,biotic-dieback -> fire,1.4986301369863013,POINT (746379.7811547355 6525840.201152386)
0,biotic-dieback -> fire,1.0,POINT (749318.8928631999 6525860.146992096)
0,biotic-dieback -> fire,2.5013698630136987,POINT (745605.402204412 6525798.887527142)
0,fire -> biotic-dieback,0.4986301369863014,POINT (600456.3573525199 6526560.915832349)
0,biotic-dieback -> fire,4.002739726027397,POINT (746425.5160422645 6525742.113588215)
0,biotic-dieback -> fire,1.0,POINT (746580.776371568 6525743.291442648)
1,storm -> biotic-dieback,0.0,POINT (597385.5544965054 6526383.582926672)
0,fire -> biotic-dieback,0.5013698630136987,POINT (623628.1784939135 6525953.2253800025)
0,biotic-dieback -> fire,2.0,POINT (750322.4627460535 6525712.086623393)
0,biotic-dieback -> fire,0.0,POINT (598917.9064621228 6526316.470535467)
0,fire -> biotic-dieback,0.0,POINT (746597.5471496012 6525664.755719902)
0,biotic-dieback -> biotic-mortality,0.989041095890411,POINT (900101.9998725831 6528684.982028464)
0,fire -> biotic-dieback,1.0,POINT (625212.1579788369 6525828.1884833425)
0,fire -> biotic-dieback,1.0,POINT (588043.139149263 6526409.345806851)
0,storm -> biotic-dieback,0.0,POINT (651262.0979512964 6525557.389286589)
0,biotic-dieback -> fire,2.0,POINT (745131.774718926 6525606.172365005)
0,biotic-dieback -> fire,0.4986301369863014,POINT (750126.2114000838 6525504.52995738)
0,fire -> biotic-dieback,2.0,POINT (601608.2983950048 6525996.880926582)
0,biotic-dieback -> fire,2.0,POINT (742410.0655937546 6525435.384300535)
0,biotic-dieback -> fire,1.0,POINT (748650.1220942145 6525451.1908249855)
0,storm -> biotic-dieback,0.0,POINT (609899.0526518327 6525863.284784058)
0,fire -> biotic-dieback,0.4986301369863014,POINT (625639.228856523 6525632.110642289)
1,storm -> biotic-dieback,0.0,POINT (629310.2609122299 6525516.398263786)
0,biotic-dieback -> fire,2.0,POINT (624479.5265408555 6525600.244881817)
1,fire -> biotic-dieback,1.5013698630136987,POINT (624479.5265408555 6525600.244881817)
0,biotic-dieback -> fire,1.0,POINT (748175.3856868678 6525159.235518477)
0,storm -> biotic-dieback,0.0,POINT (650587.2377636776 6525108.395638959)
0,biotic-dieback -> fire,1.0,POINT (750197.104536791 6525064.935660987)
0,storm -> biotic-dieback,2.0,POINT (626039.5963132218 6525231.620630162)
0,fire -> biotic-dieback,1.0,POINT (588392.9806512231 6525749.367701649)
0,fire -> biotic-dieback,1.0,POINT (588515.3058491221 6525714.746583865)
0,biotic-dieback -> fire,1.0,POINT (744905.1358993619 6524775.727235101)
0,fire -> biotic-dieback,2.0,POINT (625352.2617846383 6525037.170341676)
0,storm -> biotic-dieback,0.00821917808219178,POINT (698281.4635403308 6524570.567169229)
0,fire -> biotic-dieback,0.0,POINT (745436.2693756574 6524694.177650975)
0,fire -> biotic-dieback,2.0,POINT (625405.8010714873 6524992.888401241)
0,biotic-dieback -> fire,1.5013698630136987,POINT (747913.7160546432 6524759.2853085585)
0,biotic-dieback -> fire,2.0,POINT (749685.0470787847 6524684.888674121)
0,storm -> biotic-dieback,0.0,POINT (437660.2314591317 6530050.029556928)
0,biotic-dieback -> fire,1.0,POINT (744774.380559023 6524605.414406865)
0,biotic-dieback -> fire,2.0,POINT (749578.736169894 6524628.500990084)
0,storm -> biotic-dieback,0.0,POINT (537741.3245392703 6526526.329128358)
0,biotic-dieback -> fire,2.0,POINT (749695.5401114735 6524587.801295778)
0,biotic-dieback -> fire,0.4986301369863014,POINT (625054.0472117875 6524802.825487732)
1,fire -> biotic-dieback,2.0,POINT (625054.0472117875 6524802.825487732)
0,biotic-dieback -> fire,2.0,POINT (749741.7937719438 6524526.699945357)
1,storm -> biotic-dieback,0.0,POINT (618506.2726203456 6524875.50098367)
0,fire -> biotic-dieback,3.0027397260273974,POINT (429580.708462674 6530241.599667114)
0,biotic-dieback -> fire,1.0,POINT (747142.4394449925 6524425.350382749)
0,biotic-dieback -> fire,2.0,POINT (742602.7411212337 6524242.898250646)
0,biotic-dieback -> fire,2.0,POINT (742700.1892419212 6524188.049419161)
0,biotic-dieback -> fire,2.5013698630136987,POINT (747609.404765265 6524305.3579417)
0,biotic-dieback -> fire,1.0,POINT (745584.0364557032 6524179.364666722)
0,storm -> biotic-dieback,0.0,POINT (608753.8313631928 6524662.805825131)
0,biotic-dieback -> fire,0.4986301369863014,POINT (746017.8513533333 6524090.752147182)
0,biotic-dieback -> fire,2.5013698630136987,POINT (749182.9250079294 6524243.3947351575)
0,storm -> biotic-dieback,0.0,POINT (638706.3006642908 6524199.508134236)
0,storm -> biotic-dieback,0.0,POINT (674647.4185104648 6523814.1508263685)
0,fire -> biotic-dieback,1.5013698630136987,POINT (578293.2149666518 6525072.171862729)
0,fire -> biotic-dieback,0.4986301369863014,POINT (625553.5333267087 6524218.1840015305)
0,biotic-dieback -> fire,2.0,POINT (748163.2785651032 6523890.079118442)
0,biotic-dieback -> fire,1.0,POINT (745751.7241777194 6523888.798037222)
0,biotic-dieback -> fire,1.0,POINT (745886.5281180686 6523850.143204775)
0,biotic-dieback -> fire,1.0,POINT (750165.6227250377 6523839.236872508)
0,fire -> biotic-dieback,0.5013698630136987,POINT (623029.1793161641 6524114.753687215)
0,fire -> biotic-dieback,1.0,POINT (624887.9575996868 6524081.124405943)
0,biotic-dieback -> fire,0.4986301369863014,POINT (751027.8156499069 6523818.58778509)
0,biotic-dieback -> fire,1.0,POINT (745898.7164719034 6523778.049411781)
0,biotic-dieback -> fire,1.0,POINT (748190.991386991 6523775.276513391)
0,biotic-dieback -> fire,2.0,POINT (624753.35059188 6524029.096281914)
0,biotic-dieback -> fire,1.0,POINT (746640.8851137974 6523834.880664986)
0,biotic-dieback -> fire,1.0,POINT (744580.3135155682 6523707.860149429)
0,biotic-dieback -> fire,1.0,POINT (750717.2325609529 6523610.560379361)
0,biotic-dieback -> fire,0.0,POINT (540271.4279954259 6525398.124352308)
0,biotic-dieback -> fire,2.0,POINT (744540.0086717154 6523465.408908933)
0,biotic-dieback -> biotic-mortality,0.989041095890411,POINT (923309.6709309875 6527347.794912916)
0,storm -> fire,0.4986301369863014,POINT (749095.9414762205 6523448.631951306)
0,storm -> fire,1.0,POINT (749222.6688741328 6523441.054432608)
0,fire -> biotic-dieback,1.0,POINT (624970.8254320177 6523554.430972276)
0,fire -> biotic-dieback,1.0,POINT (624912.2420982044 6523527.383384814)
0,fire -> biotic-dieback,1.0,POINT (545365.1299093851 6524948.148598432)
0,fire -> biotic-dieback,1.0,POINT (624924.2222221964 6523448.570042576)
0,fire -> biotic-dieback,2.0027397260273974,POINT (623221.962166906 6523451.137168881)
0,biotic-dieback -> fire,1.0,POINT (744795.239424294 6523078.580715053)
0,storm -> biotic-dieback,0.0,POINT (600935.0981712659 6523708.846005346)
0,storm -> biotic-dieback,0.0,POINT (648373.8219319996 6523118.400270876)
0,fire -> biotic-dieback,0.4986301369863014,POINT (600281.9395093389 6523656.327806158)
0,fire -> biotic-dieback,0.0,POINT (624841.5692598786 6523306.131275577)
0,biotic-dieback -> fire,1.0,POINT (629109.9479614756 6523276.126469693)
0,biotic-dieback -> fire,0.4986301369863014,POINT (623125.9006755525 6523274.954253445)
0,fire -> biotic-dieback,1.0,POINT (625495.3128497172 6523274.090371123)
0,fire -> biotic-dieback,0.0,POINT (624888.0672939408 6523138.973143335)
0,fire -> biotic-dieback,0.4986301369863014,POINT (598077.7151990703 6523525.970474689)
0,biotic-dieback -> fire,0.4986301369863014,POINT (623234.1819938772 6522986.914789156)
0,fire -> biotic-dieback,3.0027397260273974,POINT (638420.6571076509 6522781.736247996)
0,fire -> biotic-dieback,1.0,POINT (598077.8449632145 6523287.760934243)
0,fire -> biotic-dieback,0.4986301369863014,POINT (597707.2678006375 6523388.417047785)
0,fire -> biotic-dieback,1.0,POINT (623109.5000167809 6522844.496239865)
0,fire -> biotic-dieback,0.4986301369863014,POINT (627780.0121455115 6522726.961886281)
0,fire -> biotic-dieback,1.0,POINT (597507.0828968069 6523202.2830661535)
0,biotic-dieback -> fire,0.0,POINT (597797.3915305297 6523141.904898063)
0,fire -> biotic-dieback,0.0,POINT (542989.3372379451 6524217.039379263)
0,biotic-dieback -> fire,0.0,POINT (597981.8068472953 6523044.574245385)
1,storm -> biotic-dieback,0.0,POINT (597614.4985202062 6523044.378935644)
0,fire -> biotic-dieback,0.0,POINT (543046.8639211111 6524187.794836226)
0,storm -> fire,0.0,POINT (599011.0839981282 6523016.285520229)
1,fire -> biotic-dieback,0.4986301369863014,POINT (599011.0839981282 6523016.285520229)
0,fire -> biotic-dieback,1.0,POINT (617885.0250678487 6522710.4645839855)
0,fire -> biotic-dieback,1.0,POINT (617923.4878401598 6522682.184573759)
0,storm -> biotic-dieback,0.0,POINT (764557.4730258505 6522472.042346274)
1,storm -> biotic-dieback,0.0,POINT (597871.8187400765 6522946.299417721)
0,biotic-dieback -> fire,0.0,POINT (597641.5176331875 6522917.744664565)
0,biotic-dieback -> fire,0.0,POINT (597832.5235053528 6522919.187422963)
0,biotic-dieback -> fire,0.0,POINT (598104.1813791435 6522904.25542985)
0,fire -> biotic-dieback,1.0,POINT (618433.9470969972 6522610.58913514)
0,fire -> biotic-dieback,0.4986301369863014,POINT (597884.6970951954 6522886.5853083795)
0,biotic-dieback -> fire,0.0,POINT (597618.0154528681 6522867.231715079)
0,fire -> biotic-dieback,0.0,POINT (634066.3694478482 6522333.368639858)
0,fire -> biotic-dieback,0.4986301369863014,POINT (597545.1668990481 6522752.552785505)
0,biotic-dieback -> fire,0.0,POINT (597753.0063958628 6522809.446585847)
0,storm -> fire,0.0,POINT (597674.6443658271 6522769.103733596)
0,fire -> biotic-dieback,0.4986301369863014,POINT (598722.4738607927 6522710.060793895)
0,fire -> biotic-dieback,0.4986301369863014,POINT (598692.8896118939 6522682.782989321)
0,biotic-dieback -> fire,0.0,POINT (598624.470473069 6522656.147141799)
0,biotic-dieback -> fire,0.4986301369863014,POINT (623809.5098701757 6522291.569737779)
0,biotic-dieback -> fire,0.0,POINT (598585.1768275455 6522629.0302598765)
0,fire -> biotic-dieback,1.0,POINT (598721.098647111 6522626.78416734)
0,fire -> biotic-dieback,1.0,POINT (598070.1547568956 6522609.80180816)
0,biotic-dieback -> biotic-mortality,2.0,POINT (608169.2032089777 6522458.439925423)
0,fire -> biotic-dieback,1.0,POINT (598098.8197309033 6522581.558950264)
0,fire -> biotic-dieback,1.0,POINT (598749.3082126719 6522570.785519894)
0,fire -> biotic-dieback,1.0,POINT (598033.7868796298 6522564.128813888)
0,fire -> biotic-dieback,1.0,POINT (598117.7761518965 6522553.477524061)
0,fire -> biotic-dieback,1.0,POINT (598853.1104473536 6522580.450985967)
0,fire -> biotic-dieback,1.0,POINT (617188.0833648363 6522214.27786589)
0,fire -> biotic-dieback,1.0,POINT (618522.5012389845 6522337.498430164)
0,fire -> biotic-dieback,1.5013698630136987,POINT (430737.942369807 6527423.585020416)
0,biotic-dieback -> fire,0.0,POINT (618617.8178952596 6521951.343441527)
0,storm -> biotic-dieback,0.0,POINT (607210.0090593701 6522075.988800847)
0,biotic-dieback -> fire,1.0,POINT (548643.2723479744 6523068.5690750815)
0,fire -> biotic-dieback,0.0,POINT (621151.7592488324 6521769.862098082)
0,fire -> biotic-dieback,0.0,POINT (617199.032116102 6521766.416322887)
0,fire -> biotic-dieback,0.0,POINT (617256.918039545 6521737.869999227)
0,fire -> biotic-dieback,0.5013698630136987,POINT (623892.9844128102 6521640.043728827)
0,fire -> biotic-dieback,1.0,POINT (490228.92975130177 6524730.455277187)
0,fire -> biotic-dieback,0.0,POINT (617178.487517677 6521683.398095189)
