,year,geometry,class,tree_type,essence,dataset
561,2018,"POLYGON ((161687.1191480268 6816744.927374504, 161684.21525689773 6816774.676895429, 161714.14131712762 6816777.711589892, 161717.04520317365 6816747.9620618075, 161687.1191480268 6816744.927374504))",Other,Conifer,"fir, spruce",senfseidl
562,2018,"POLYGON ((163985.6064006252 6817038.070634182, 164045.45789722574 6817044.13856413, 164054.16836475802 6816954.888306648, 163994.3168987207 6816948.8204195695, 163985.6064006252 6817038.070634182))",Other,Conifer,"maritime pine,fir, spruce",senfseidl
563,2018,"POLYGON ((161651.3852779962 6816801.391706006, 161681.31134740566 6816804.4264171235, 161684.21525689773 6816774.676895429, 161654.2891925705 6816771.642191469, 161651.3852779962 6816801.391706006))",Other,Conifer,"fir, spruce",senfseidl
564,2018,"POLYGON ((161591.53312688298 6816795.322255264, 161588.6291837783 6816825.071756255, 161648.48134505644 6816831.141221308, 161651.3852779962 6816801.391706006, 161591.53312688298 6816795.322255264))",Other,Conifer,"fir, spruce",senfseidl
565,2018,"POLYGON ((161555.7991304386 6816851.786504073, 161585.72522230737 6816854.8212580085, 161588.6291837783 6816825.071756255, 161558.70309699222 6816822.037009476, 161555.7991304386 6816851.786504073))",Other,Conifer,"fir, spruce",senfseidl
566,2018,"POLYGON ((199903.26080190024 6820883.293485032, 199933.18181559944 6820886.316002505, 199936.07922500902 6820856.557444343, 199966.00022956426 6820859.579945207, 199971.79498456413 6820800.062817984, 200001.7159746976 6820803.0852952795, 200007.51064812887 6820743.5681581525, 199977.58966855065 6820740.545694784, 199974.69233543408 6820770.304255881, 199855.00835735106 6820758.214278128, 199849.21359563898 6820817.7313476335, 199819.2925808988 6820814.708815162, 199816.39516813174 6820844.467344458, 199906.15821658837 6820853.534933836, 199903.26080190024 6820883.293485032))",Other,Mixed,"broadleaf,conifers",senfseidl
567,2018,"POLYGON ((164348.50894903648 6817345.26302095, 164342.70166135742 6817404.763367865, 164372.6274147192 6817407.797292547, 164369.72374849627 6817437.547474336, 164429.57525318686 6817443.615309457, 164441.1897673289 6817324.614529888, 164411.26403742924 6817321.580645663, 164408.3604312759 6817351.330832224, 164348.50894903648 6817345.26302095))",Other,Mixed,mixed,senfseidl
568,2018,"POLYGON ((186121.78238535335 6819670.44675339, 186151.70522742363 6819673.473737438, 186154.60515709635 6819643.718393104, 186214.4508189693 6819649.772318343, 186217.3507202416 6819620.016960871, 186247.2735400448 6819623.043902067, 186253.07327824115 6819563.533175829, 186193.22765553521 6819557.479311985, 186190.32778500044 6819587.23466057, 186130.4821360815 6819581.180744283, 186127.58223714808 6819610.936079724, 186097.6594015556 6819607.909100157, 186094.75947943435 6819637.664429491, 186124.68232023873 6819640.691416094, 186121.78238535335 6819670.44675339))",Other,Broadleaf,broadleaf,senfseidl
569,2018,"POLYGON ((153712.9891064061 6816386.615110444, 153742.91632957582 6816389.652419369, 153745.8218158778 6816359.904782916, 153715.89459775644 6816356.8674811935, 153712.9891064061 6816386.615110444))",Other,Mixed,mixed,senfseidl
570,2018,"POLYGON ((164549.27821362345 6817455.750865537, 164540.5671968751 6817545.00154428, 164570.49294210086 6817548.035430952, 164579.20394353673 6817458.784730771, 164549.27821362345 6817455.750865537))",Other,Mixed,mixed,senfseidl
571,2018,"POLYGON ((153740.01082478068 6816419.4000565475, 153769.93804885517 6816422.437363195, 153772.84354860114 6816392.689718819, 153742.91632957582 6816389.652419369, 153740.01082478068 6816419.4000565475))",Other,Mixed,mixed,senfseidl
575,2018,"POLYGON ((184141.98449029395 6819830.73084478, 184201.83080931904 6819836.786219127, 184204.73128839693 6819807.031314292, 184144.8849797892 6819800.975954041, 184141.98449029395 6819830.73084478))",Other,Mixed,"mixed,broadleaf",senfseidl
576,2018,"POLYGON ((158373.74977708107 6817250.09045431, 158376.65471345896 6817220.341686758, 158256.94812945498 6817208.197966138, 158251.13819765218 6817267.695444582, 158281.06485998025 6817270.731403329, 158283.96983001532 6817240.982656551, 158373.74977708107 6817250.09045431))",Other,Mixed,"fir, spruce,mixed",senfseidl
577,2018,"POLYGON ((171828.71462633112 6818734.298831188, 171858.63945520052 6818737.330490223, 171861.54215856188 6818707.578497382, 171831.61733484175 6818704.546845457, 171834.5200251449 6818674.794860581, 171804.5952025419 6818671.763206222, 171801.69250709028 6818701.515183987, 171771.76767530804 6818698.483512974, 171768.86495649978 6818728.235484484, 171798.7897934313 6818731.267162609, 171795.88706156367 6818761.019142078, 171825.81189961277 6818764.05081777, 171828.71462633112 6818734.298831188))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
578,2018,"POLYGON ((176344.4162933142 6819221.724259225, 176374.34052078467 6819224.754482987, 176377.24246305443 6819195.001417308, 176347.3182407564 6819191.971200633, 176344.4162933142 6819221.724259225))",Other,Broadleaf,broadleaf,senfseidl
579,2018,"POLYGON ((176287.4697841488 6819185.910738599, 176284.56782636262 6819215.663783015, 176314.49206184014 6819218.694025897, 176317.3940144544 6819188.940974398, 176287.4697841488 6819185.910738599))",Other,Broadleaf,broadleaf,senfseidl
580,2018,"POLYGON ((171703.20975770603 6818781.676016738, 171733.134612998 6818784.7077281745, 171736.03737337247 6818754.955762067, 171706.11252323026 6818751.924057745, 171703.20975770603 6818781.676016738))",Other,Broadleaf,broadleaf,senfseidl
581,2018,"POLYGON ((171822.9091546866 6818793.802805207, 171882.75882899342 6818799.866142179, 171885.6615636195 6818770.11414052, 171825.81189961277 6818764.05081777, 171822.9091546866 6818793.802805207))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
582,2018,"POLYGON ((176314.49206184014 6819218.694025897, 176311.5900910899 6819248.447078284, 176341.51432773646 6819251.477318698, 176344.4162933142 6819221.724259225, 176314.49206184014 6819218.694025897))",Other,Broadleaf,broadleaf,senfseidl
583,2018,"POLYGON ((183909.31739292433 6820047.575497132, 183969.1638507141 6820053.631118497, 183972.06451035722 6820023.876255574, 183912.21806299035 6820017.820648308, 183909.31739292433 6820047.575497132))",Other,Mixed,"douglas,broadleaf",senfseidl
584,2018,"POLYGON ((238510.923903869 6825887.720725015, 238540.84026712307 6825890.7309243055, 238529.27573838749 6826009.80087943, 238559.19211996155 6826012.811096008, 238564.97440763348 6825953.276102364, 238594.8907746008 6825956.286295617, 238600.67298273923 6825896.751293522, 238630.58933510107 6825899.761463448, 238639.26250230952 6825810.458949532, 238669.17883458216 6825813.469089365, 238674.9608493949 6825753.934072892, 238645.0445280929 6825750.923946595, 238642.15352376987 6825780.691447428, 238612.23719335266 6825777.681304577, 238603.56406110025 6825866.983794383, 238513.81499868952 6825857.953246183, 238510.923903869 6825887.720725015))",Other,Mixed,"broadleaf,mixed",senfseidl
585,2018,"POLYGON ((158935.39220523136 6817998.067980638, 158932.4869336047 6818027.816917614, 159052.1936151978 6818039.960406556, 159055.09886645188 6818010.211440862, 158935.39220523136 6817998.067980638))",Other,Mixed,"maritime pine,mixed",senfseidl
586,2018,"POLYGON ((238493.57697499427 6826066.325624719, 238523.4933711773 6826069.3358646305, 238526.38456335256 6826039.568371391, 238496.46817265905 6826036.558138253, 238493.57697499427 6826066.325624719))",Other,Mixed,mixed,senfseidl
587,2018,"POLYGON ((188597.45998381858 6821243.0211547855, 188657.30543940066 6821249.074061376, 188660.20569906262 6821219.318056248, 188600.36025397404 6821213.265163717, 188597.45998381858 6821243.0211547855))",Other,Conifer,"fir, spruce",senfseidl
588,2018,"POLYGON ((188537.61451253603 6821236.968209753, 188534.71421394212 6821266.72418774, 188594.55969571864 6821272.77714683, 188597.45998381858 6821243.0211547855, 188537.61451253603 6821236.968209753))",Other,Conifer,"fir, spruce",senfseidl
589,2018,"POLYGON ((158427.51054323243 6818246.980876517, 158487.3641153425 6818253.05307319, 158496.08058624784 6818163.806544859, 158436.22704470414 6818157.734391282, 158427.51054323243 6818246.980876517))",Other,Mixed,maritime pine,senfseidl
590,2018,"POLYGON ((159298.29110262403 6818305.274971938, 159238.43776236917 6818299.2033025995, 159235.53238106682 6818328.952325697, 159265.4590583446 6818331.988172296, 159262.5536637291 6818361.737203372, 159292.48034200398 6818364.773047648, 159298.29110262403 6818305.274971938))",Other,Mixed,"maritime pine,mixed",senfseidl
592,2018,"POLYGON ((233552.53226217948 6825929.710506535, 233582.4493216673 6825932.722431892, 233585.34161880432 6825902.956036052, 233555.42456478777 6825899.944117496, 233552.53226217948 6825929.710506535))",Other,Broadleaf,broadleaf,senfseidl
593,2018,"POLYGON ((163655.92210490152 6818867.404466388, 163715.7742758058 6818873.473378228, 163718.678945577 6818843.723277462, 163658.82678491913 6818837.654379935, 163655.92210490152 6818867.404466388))",Other,Mixed,mixed,senfseidl
594,2018,"POLYGON ((158056.76626100903 6818329.541878578, 158059.6719147783 6818299.79313241, 157999.8181970669 6818293.720626699, 157994.00685071608 6818353.218091085, 158023.93372181605 6818356.25436306, 158026.8393991132 6818326.505623284, 158056.76626100903 6818329.541878578))",Other,Broadleaf,broadleaf,senfseidl
595,2018,"POLYGON ((172505.157292358 6819854.445380247, 172325.6077792195 6819836.255221385, 172322.70451845438 6819866.0073806755, 172412.4793086272 6819875.102524429, 172409.57604516577 6819904.854705946, 172499.3508146588 6819913.949785075, 172505.157292358 6819854.445380247))",Other,Mixed,"broadleaf,conifers",senfseidl
596,2018,"POLYGON ((172259.95134892128 6819889.696049693, 172289.876296213 6819892.727800046, 172292.7795803534 6819862.975646987, 172262.85463823075 6819859.943903749, 172259.95134892128 6819889.696049693))",Other,Conifer,conifers,senfseidl
597,2018,"POLYGON ((176402.96142610483 6820790.09848799, 176400.05855356593 6820819.851644136, 176429.9830278898 6820822.882176838, 176432.88589523 6820793.129013595, 176402.96142610483 6820790.09848799))",Other,Broadleaf,broadleaf,senfseidl
598,2018,"POLYGON ((227053.72454191645 6825966.513387404, 227083.64251698676 6825969.527568691, 227089.43023700063 6825909.9976522, 227059.51227283152 6825906.983484583, 227053.72454191645 6825966.513387404))",Other,Mixed,mixed,senfseidl
599,2018,"POLYGON ((227137.6906885252 6826035.085850785, 227077.8547276497 6826029.057490126, 227074.9608069837 6826058.822452697, 227104.87879472028 6826061.836644742, 227101.98486217594 6826091.601615385, 227131.90285167424 6826094.61580451, 227137.6906885252 6826035.085850785))",Other,Mixed,mixed,senfseidl
600,2018,"POLYGON ((167408.01271227724 6820059.015392476, 167410.91722899477 6820029.264367797, 167351.06581432535 6820023.197485023, 167353.97032306483 6819993.446475505, 167294.1189025126 6819987.379568874, 167288.3098461266 6820046.88156021, 167348.16128729773 6820052.948495415, 167345.25674198125 6820082.699506681, 167435.03388884582 6820091.799859395, 167437.93841869524 6820062.0488267, 167408.01271227724 6820059.015392476))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
601,2018,"POLYGON ((167548.92762136587 6820163.435654663, 167578.85332302062 6820166.469062632, 167584.66238601063 6820106.966923181, 167554.73669467075 6820103.933529497, 167548.92762136587 6820163.435654663))",Other,Mixed,"fir, spruce,broadleaf",senfseidl
602,2018,"POLYGON ((171588.86082077643 6820572.859416538, 171618.7859778538 6820575.8915359, 171621.68982081115 6820546.139502843, 171591.76466891286 6820543.107390606, 171588.86082077643 6820572.859416538))",Other,Broadleaf,broadleaf,senfseidl
603,2018,"POLYGON ((171618.7859778538 6820575.8915359, 171612.97823727457 6820635.395604717, 171583.05306983972 6820632.363471111, 171580.14916703838 6820662.115499755, 171639.99950824573 6820668.179771657, 171648.71113090857 6820578.923645702, 171618.7859778538 6820575.8915359))",Other,Broadleaf,broadleaf,senfseidl
604,2018,"POLYGON ((228843.99042653432 6826507.545114609, 228903.82605440117 6826513.572440915, 228906.71979244915 6826483.807043529, 228846.8841755141 6826477.7797308825, 228843.99042653432 6826507.545114609))",Other,Mixed,mixed,senfseidl
605,2018,"POLYGON ((201617.23088207422 6823761.074160443, 201467.62464000407 6823745.961478901, 201464.7259336806 6823775.720550546, 201524.56845269375 6823781.765666094, 201521.66973928927 6823811.524752769, 201611.43350500107 6823820.59237452, 201617.23088207422 6823761.074160443))",Other,Mixed,mixed,senfseidl
606,2018,"POLYGON ((188099.14981846686 6822634.987593086, 188093.3473747046 6822694.499505116, 188213.03951009747 6822706.607148336, 188215.9407198822 6822676.851163654, 188186.0176971823 6822673.824274313, 188191.82007341407 6822614.312322073, 188131.9740373299 6822608.258542705, 188129.07284765685 6822638.014504235, 188099.14981846686 6822634.987593086))",Other,Mixed,mixed,senfseidl
607,2018,"POLYGON ((173574.40014038945 6821284.814575061, 173604.32511269022 6821287.846165505, 173610.1326939395 6821228.341101047, 173580.20773203147 6821225.309524835, 173574.40014038945 6821284.814575061))",Other,Conifer,"fir, spruce",senfseidl
609,2018,"POLYGON ((228728.22627544764 6827698.161502052, 228736.9095474739 6827608.865202157, 228706.99152545584 6827605.851271579, 228692.51929142384 6827754.678410331, 228752.35538663628 6827760.706330074, 228758.1443102457 6827701.175443367, 228728.22627544764 6827698.161502052))",Other,Mixed,"broadleaf,fir, spruce",senfseidl
610,2018,"POLYGON ((185794.8767265571 6823333.388416724, 185764.95323967532 6823330.36056597, 185759.14889049798 6823389.871483921, 185818.99588142178 6823395.927204048, 185821.89805446676 6823366.171730443, 185791.9745662415 6823363.143882243, 185794.8767265571 6823333.388416724))",Other,Broadleaf,broadleaf,senfseidl
611,2018,"POLYGON ((228743.671871376 6827850.0026698075, 228773.58992993465 6827853.016635534, 228782.27342873346 6827763.720275294, 228752.35538663628 6827760.706330074, 228743.671871376 6827850.0026698075))",Other,Conifer,"fir, spruce",senfseidl
612,2018,"POLYGON ((158904.54019423854 6820789.014718387, 158898.72628751304 6820848.5128620975, 158928.65341221273 6820851.549348146, 158925.74643634073 6820881.298428493, 158955.67356208968 6820884.334912225, 158961.48748512275 6820824.836738004, 158991.41459650313 6820827.87319783, 158994.3215252339 6820798.124104823, 158904.54019423854 6820789.014718387))",Other,Mixed,mixed,senfseidl
613,2018,"POLYGON ((145577.83798977686 6819526.080024347, 145637.69592135726 6819532.161446045, 145640.6051640109 6819502.415575366, 145580.74724257248 6819496.334168193, 145577.83798977686 6819526.080024347))",Other,Conifer,conifers,senfseidl
614,2018,"POLYGON ((198148.06417988724 6824943.192109111, 198207.9080479758 6824949.239971365, 198216.60844445514 6824859.964773364, 198156.764608401 6824853.916953085, 198148.06417988724 6824943.192109111))",Other,Mixed,"broadleaf,conifers",senfseidl
615,2018,"POLYGON ((201472.27516023343 6825249.030838605, 201469.3755931902 6825278.790000681, 201529.21860824106 6825284.835717029, 201532.11816457123 6825255.076540994, 201472.27516023343 6825249.030838605))",Other,Broadleaf,broadleaf,senfseidl
616,2018,"POLYGON ((201526.31903415849 6825314.594894196, 201556.24054129224 6825317.61774484, 201559.14011001762 6825287.858560695, 201529.21860824106 6825284.835717029, 201526.31903415849 6825314.594894196))",Other,Broadleaf,broadleaf,senfseidl
617,2018,"POLYGON ((166695.03924506507 6821789.46733326, 166724.96533440368 6821792.501368213, 166727.87103686982 6821762.750411302, 166697.94495271274 6821759.716383506, 166695.03924506507 6821789.46733326))",Other,Conifer,conifers,senfseidl
618,2018,"POLYGON ((161248.42349589313 6821237.114154161, 161251.33014399512 6821207.364509485, 161191.47648622096 6821201.292955193, 161185.66315100575 6821260.7922166865, 161215.5899922374 6821263.828012964, 161218.49666388973 6821234.07837459, 161248.42349589313 6821237.114154161))",Other,Mixed,"broadleaf,fir, spruce",senfseidl
619,2018,"POLYGON ((193381.72410526942 6824551.535312001, 193501.41434890637 6824563.637220525, 193507.21641124302 6824504.122614711, 193477.29386678833 6824501.097166083, 193480.19487645268 6824471.339871825, 193450.27233343484 6824468.314420578, 193453.1733305335 6824438.557134422, 193423.25078895042 6824435.531680548, 193420.34978653584 6824465.288959686, 193390.4272357566 6824462.263489153, 193387.52621014335 6824492.020762351, 193357.6036501666 6824488.995275155, 193354.7026013547 6824518.752542416, 193384.62516664754 6824521.778036633, 193381.72410526942 6824551.535312001))",Other,Mixed,"laricio pine, black pine,fir, spruce",senfseidl
620,2018,"POLYGON ((207031.81201136427 6825870.636452437, 206971.97038991586 6825864.59428528, 206966.17314356338 6825924.1151783215, 207085.85641434212 6825936.199529478, 207094.55219275726 6825846.918108255, 207034.7105972754 6825840.875993766, 207031.81201136427 6825870.636452437))",Other,Broadleaf,broadleaf,senfseidl
621,2018,"POLYGON ((189467.6377403256 6824095.599872238, 189464.73600163573 6824125.356225451, 189494.65907295066 6824128.382972317, 189497.56080634298 6824098.626612063, 189467.6377403256 6824095.599872238))",Other,Broadleaf,broadleaf,senfseidl
622,2018,"POLYGON ((166695.03924506507 6821789.46733326, 166665.11315168533 6821786.433288763, 166659.30167109868 6821845.935176713, 166719.15387454466 6821852.003284791, 166722.05961362878 6821822.252326044, 166692.13351910864 6821819.218283933, 166695.03924506507 6821789.46733326))",Other,Conifer,conifers,senfseidl
623,2018,"POLYGON ((189431.91116448405 6824152.085816187, 189461.83424500038 6824155.112579722, 189464.73600163573 6824125.356225451, 189434.81292641623 6824122.329468953, 189431.91116448405 6824152.085816187))",Other,Broadleaf,broadleaf,senfseidl
624,2018,"POLYGON ((142360.86503509548 6819349.394206043, 142357.95512843947 6819379.139288832, 142328.0256786698 6819376.097508239, 142325.1157482596 6819405.842584513, 142384.97465372412 6819411.926150813, 142390.7944756184 6819352.435969909, 142360.86503509548 6819349.394206043))",Other,Mixed,"broadleaf,maritime pine",senfseidl
625,2018,"POLYGON ((185176.98892634077 6823781.698382208, 185206.9125736116 6823784.7265260285, 185209.8151169988 6823754.971171099, 185179.8914750052 6823751.94303434, 185176.98892634077 6823781.698382208))",Other,Mixed,mixed,senfseidl
626,2018,"POLYGON ((193519.73258214397 6824685.691926297, 193549.65515074984 6824688.717397758, 193546.75403187424 6824718.474720689, 193576.67660192185 6824721.50018953, 193585.3798889459 6824632.228202943, 193555.45733485877 6824629.202755166, 193558.35840009217 6824599.445435505, 193528.43584744423 6824596.4199851025, 193519.73258214397 6824685.691926297))",Other,Conifer,"fir, spruce",senfseidl
627,2018,"POLYGON ((162781.3614484669 6821632.961743038, 162787.17448388075 6821573.461693448, 162727.32117715408 6821567.391029358, 162738.94706882152 6821448.390998384, 162649.16714020155 6821439.285016913, 162637.54118657846 6821558.28496175, 162667.46785416896 6821561.32032715, 162664.5613249907 6821591.07032278, 162724.41465830477 6821597.141039346, 162721.50812108174 6821626.891050236, 162781.3614484669 6821632.961743038))",Other,Mixed,mixed,senfseidl
628,2018,"POLYGON ((142708.37854888092 6819504.875433738, 142648.51971533126 6819498.79204628, 142642.69983494573 6819558.282364379, 142672.62926393584 6819561.324077392, 142675.5392084138 6819531.578910676, 142705.46862815588 6819534.620606961, 142708.37854888092 6819504.875433738))",Other,Conifer,maritime pine,senfseidl
630,2018,"POLYGON ((189836.32522863458 6824343.241874399, 189833.42343323847 6824372.998326586, 189863.34649092134 6824376.02499755, 189866.2482810149 6824346.268538322, 189836.32522863458 6824343.241874399))",Other,Mixed,"mixed,broadleaf",senfseidl
631,2018,"POLYGON ((189713.73116349662 6824360.89154642, 189683.808086308 6824357.864827301, 189678.004388667 6824417.377664476, 189797.69671643426 6824429.484539493, 189800.59855301527 6824399.728092208, 189830.5216199013 6824402.754779843, 189833.42343323847 6824372.998326586, 189773.57730616996 6824366.944955765, 189776.47911217 6824337.188517656, 189836.32522863458 6824343.241874399, 189839.2270060893 6824313.485423274, 189809.30395511026 6824310.458756762, 189812.20571992645 6824280.702313748, 189782.2826703461 6824277.67564464, 189779.38090022857 6824307.432080615, 189749.45784144616 6824304.40539484, 189746.5560480862 6824334.161824841, 189716.63298010034 6824331.135122393, 189713.73116349662 6824360.89154642))",Other,Mixed,"mixed,broadleaf",senfseidl
632,2018,"POLYGON ((194028.41572103626 6824737.123629441, 193998.4932144715 6824734.098312303, 194001.3942356502 6824704.340885163, 193971.4717305313 6824701.315565398, 193968.5707040305 6824731.072985518, 193908.72567151883 6824725.02230301, 193902.9235436035 6824784.537118447, 193813.15593382652 6824775.460980228, 193810.25482708652 6824805.218368526, 193750.40972387168 6824799.167547443, 193747.50858860865 6824828.924922792, 193717.58602586278 6824825.899490761, 193714.6848673977 6824855.656860185, 193684.76229545177 6824852.631411489, 193681.86111378385 6824882.388774987, 193711.78369105415 6824885.414230706, 193705.9812847271 6824944.928975027, 193735.90386876947 6824947.954435144, 193733.00264411158 6824977.711815971, 193822.7703889564 6824986.7881595045, 193828.57278844074 6824927.273356818, 193858.4953516525 6824930.298771325, 193861.3965192528 6824900.541364608, 193891.31907326402 6824903.566762449, 193897.12134418602 6824844.05193826, 193956.96641928243 6824850.102676921, 193959.86751728156 6824820.345252429, 193989.79004369187 6824823.370600273, 193995.5921754191 6824763.855740532, 194025.51468730677 6824766.881064691, 194028.41572103626 6824737.123629441))",Other,Conifer,"fir, spruce",senfseidl
633,2018,"POLYGON ((189797.69671643426 6824429.484539493, 189794.79486191145 6824459.2409878485, 189824.7179394049 6824462.267689568, 189827.61978862406 6824432.511234171, 189797.69671643426 6824429.484539493))",Other,Mixed,"mixed,broadleaf",senfseidl
634,2018,"POLYGON ((225155.40810339752 6828089.579222678, 225185.32670601777 6828092.594477578, 225188.22221689136 6828062.829805062, 225277.97798617295 6828071.875490635, 225286.66436523822 6827982.581419077, 225196.90864527022 6827973.535795225, 225194.0131865173 6828003.300463886, 225164.09460033505 6828000.285229558, 225155.40810339752 6828089.579222678))",Other,Conifer,"fir, spruce",senfseidl
635,2018,"POLYGON ((149260.75044869084 6820501.031523568, 149320.60754417616 6820507.110867539, 149323.5165234562 6820477.3640739415, 149263.6594381705 6820471.284744466, 149260.75044869084 6820501.031523568))",Other,Broadleaf,broadleaf,senfseidl
636,2018,"POLYGON ((182182.59340078733 6823809.165769995, 182185.49666982016 6823779.411110927, 182125.64847837092 6823773.3527505435, 182116.93858547276 6823862.616688338, 182206.71091413742 6823871.704278241, 182212.51749586104 6823812.194942865, 182182.59340078733 6823809.165769995))",Other,Conifer,conifers,senfseidl
637,2018,"POLYGON ((158475.64127364976 6821466.552197934, 158535.49584341887 6821472.6257056, 158538.40326304745 6821442.876686076, 158478.54870357376 6821436.803192814, 158475.64127364976 6821466.552197934))",Other,Mixed,mixed,senfseidl
638,2018,"POLYGON ((160567.63440699375 6821708.851822714, 160597.56141331804 6821711.887922134, 160603.37555984943 6821652.388889155, 160573.44856384268 6821649.352804119, 160567.63440699375 6821708.851822714))",Other,Mixed,"deciduous oaks,laricio pine, black pine",senfseidl
639,2018,"POLYGON ((194418.32001005462 6825077.052440847, 194412.5177164398 6825136.567530929, 194442.44022881438 6825139.592787575, 194448.24251176917 6825080.077683457, 194418.32001005462 6825077.052440847))",Other,Conifer,conifers,senfseidl
640,2018,"POLYGON ((177053.89811741112 6823410.04986065, 177083.82291077415 6823413.080702607, 177089.63136234978 6823353.573789369, 177059.70657947345 6823350.54296163, 177053.89811741112 6823410.04986065))",Other,Conifer,"fir, spruce",senfseidl
641,2018,"POLYGON ((158469.82635847316 6821526.0502108205, 158499.75365569873 6821529.086983814, 158502.66111736023 6821499.337969729, 158472.733825283 6821496.301203936, 158469.82635847316 6821526.0502108205))",Other,Mixed,mixed,senfseidl
642,2018,"POLYGON ((163228.21538375085 6822008.777513708, 163231.12203000986 6821979.027363644, 163171.2687292341 6821972.956832294, 163165.45539765654 6822032.457104624, 163195.38206042012 6822035.492389421, 163198.28873022005 6822005.742245623, 163228.21538375085 6822008.777513708))",Other,Broadleaf,broadleaf,senfseidl
643,2018,"POLYGON ((149377.5556354149 6820542.93698251, 149407.48417375167 6820545.97662856, 149413.3021202978 6820486.482997055, 149383.37359216216 6820483.443365498, 149380.46462308185 6820513.19017359, 149320.60754417616 6820507.110867539, 149317.69854630774 6820536.8576619625, 149287.76999553735 6820533.81798747, 149279.04287509585 6820623.058353937, 149308.97144117032 6820626.098050174, 149300.2441687308 6820715.3384458255, 149270.31558734842 6820712.298727843, 149267.40645425208 6820742.0455208, 149327.26362308057 6820748.12496178, 149333.08185026865 6820688.631347701, 149363.0104182606 6820691.671039472, 149360.10131906462 6820721.417853346, 149419.9584528245 6820727.49722294, 149428.68566402688 6820638.256740312, 149398.75711452868 6820635.2170819985, 149395.8480576122 6820664.963901465, 149335.99093597918 6820658.884541902, 149338.9000031005 6820629.137736931, 149368.8285608868 6820632.177414208, 149377.5556354149 6820542.93698251))",Other,Broadleaf,broadleaf,senfseidl
644,2018,"POLYGON ((194466.56039354985 6825202.133157143, 194406.71535134828 6825196.082625426, 194403.81414199842 6825225.840174335, 194433.73667036684 6825228.865452037, 194430.83544847887 6825258.623009071, 194460.75797830854 6825261.648284141, 194466.56039354985 6825202.133157143))",Other,Conifer,conifers,senfseidl
645,2018,"POLYGON ((149153.5103552941 6820670.392997965, 149150.60122037656 6820700.139761099, 149180.52981833625 6820703.1795170065, 149183.43894815096 6820673.432746625, 149153.5103552941 6820670.392997965))",Other,Broadleaf,broadleaf,senfseidl
646,2018,"POLYGON ((148919.89975888515 6820586.581259608, 148889.97113891854 6820583.541440128, 148887.0619952773 6820613.288136359, 148827.20473270386 6820607.208454459, 148824.295560266 6820636.955137014, 148884.15283304045 6820643.034833416, 148881.24365220708 6820672.7815312985, 148941.10091859847 6820678.861204285, 148938.19172937213 6820708.607917494, 148998.04898938292 6820714.68756706, 148995.13979176572 6820744.434295598, 149054.99704540102 6820750.513921741, 149063.72455185337 6820661.273695106, 149033.79594241583 6820658.233908526, 149030.88678708998 6820687.980642659, 149000.958168405 6820684.940839348, 149003.86732883274 6820655.194112464, 148944.01008922898 6820649.114491899, 148946.91924126423 6820619.367780343, 148916.99062034418 6820616.327963091, 148919.89975888515 6820586.581259608))",Other,Broadleaf,broadleaf,senfseidl
647,2018,"POLYGON ((174471.6368149597 6823238.620125326, 174441.7116593303 6823235.588428482, 174444.61640959082 6823205.835594461, 174324.91576808575 6823193.708739818, 174322.0109969005 6823223.461545352, 174351.93616849522 6823226.493280498, 174349.03138435015 6823256.246094137, 174378.95655718516 6823259.277826831, 174376.05176008143 6823289.030648578, 174465.8272703354 6823298.125810565, 174471.6368149597 6823238.620125326))",Other,Broadleaf,broadleaf,senfseidl
648,2018,"POLYGON ((149120.67261827248 6820697.099995709, 149114.85428245552 6820756.593509961, 149144.78289476596 6820759.63328985, 149150.60122037656 6820700.139761099, 149120.67261827248 6820697.099995709))",Other,Broadleaf,broadleaf,senfseidl
650,2018,"POLYGON ((234452.2130159397 6829416.833198708, 234482.13054767437 6829419.8454918815, 234490.81254970992 6829330.545029359, 234460.8950345696 6829327.532756621, 234452.2130159397 6829416.833198708))",Other,Broadleaf,broadleaf,senfseidl
651,2018,"POLYGON ((153217.9441130081 6821143.207230008, 153212.12714126857 6821202.702729602, 153242.05519262503 6821205.741216726, 153247.872154115 6821146.245702671, 153217.9441130081 6821143.207230008))",Other,Mixed,mixed,senfseidl
652,2018,"POLYGON ((160155.32505337417 6821907.377025879, 160125.3979487007 6821904.340735591, 160122.4906231087 6821934.090152712, 160182.34483870142 6821940.162738156, 160188.15945082472 6821880.663876038, 160158.2323553881 6821877.6276024645, 160155.32505337417 6821907.377025879))",Other,Conifer,conifers,senfseidl
653,2018,"POLYGON ((162864.1401006406 6822332.389964885, 162923.9936090384 6822338.460854521, 162929.80741723406 6822278.960662555, 162869.95392954373 6822272.889801649, 162864.1401006406 6822332.389964885))",Other,Mixed,mixed,senfseidl
654,2018,"POLYGON ((228878.80348150572 6828945.673081716, 228870.11807230616 6829034.969738523, 228900.03631592996 6829037.983892799, 228908.72170860786 6828948.687215464, 228878.80348150572 6828945.673081716))",Other,Mixed,"broadleaf,mixed",senfseidl
