,start_date,end_date,geometry,class_left,tree_type_left,essence_left,dataset_left,index_right,year,class_right,tree_type_right,essence_right,dataset_right,year_left,cause,notes,year_right
24647,2005-12-27 18:00:00,2010-12-28,"POLYGON ((390445.9323726436 6345590.073401105, 390412.225459349 6344903.953418798, 390311.42933546624 6344224.441146992, 390144.5147227691 6343558.080660324, 389913.0891002226 6342911.289374549, 389619.3812230821 6342290.296243323, 389266.2196587614 6341701.081769967, 388857.00554618274 6341149.320411959, 388395.6798409494 6340640.325932799, 387886.68536178913 6340179.000227566, 387334.9240037808 6339769.786114987, 386745.7095304256 6339416.624550666, 386124.7163991992 6339122.916673525, 385477.92511342483 6338891.491050979, 384811.56462675653 6338724.576438282, 384132.0523549505 6338623.780314399, 383445.9323726436 6338590.073401105, 382759.8123903367 6338623.780314399, 382080.3001185307 6338724.576438282, 381413.9396318624 6338891.491050979, 380767.148346088 6339122.916673525, 380146.1552148616 6339416.624550666, 379556.9407415064 6339769.786114987, 379005.1793834981 6340179.000227566, 378496.1849043378 6340640.325932799, 378034.8591991045 6341149.320411959, 377625.6450865258 6341701.081769967, 377272.48352220515 6342290.296243323, 376978.7756450646 6342911.289374549, 376747.35002251813 6343558.080660324, 376580.435409821 6344224.441146992, 376479.63928593823 6344903.953418798, 376445.9323726436 6345590.073401105, 376479.63928593823 6346276.1933834115, 376580.435409821 6346955.705655217, 376747.35002251813 6347622.066141886, 376978.7756450646 6348268.85742766, 377272.48352220515 6348889.850558886, 377625.6450865258 6349479.065032242, 378034.8591991045 6350030.826390251, 378496.1849043378 6350539.82086941, 379005.1793834981 6351001.146574643, 379556.9407415064 6351410.360687222, 380146.1552148616 6351763.522251544, 380767.14834608795 6352057.230128684, 381413.9396318624 6352288.65575123, 382080.3001185307 6352455.570363928, 382759.8123903367 6352556.36648781, 383445.9323726436 6352590.073401105, 384132.0523549505 6352556.36648781, 384811.56462675653 6352455.570363928, 385477.92511342483 6352288.65575123, 386124.7163991993 6352057.230128684, 386745.7095304256 6351763.522251544, 387334.9240037808 6351410.360687222, 387886.68536178913 6351001.146574643, 388395.6798409494 6350539.82086941, 388857.00554618274 6350030.826390251, 389266.2196587614 6349479.065032242, 389619.3812230821 6348889.850558886, 389913.0891002226 6348268.85742766, 390144.5147227691 6347622.066141886, 390311.42933546624 6346955.705655217, 390412.225459349 6346276.1933834115, 390445.9323726436 6345590.073401105))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2443001,2010.0,Other,Conifer,maritime pine,senfseidl,,,,
19308,2004-12-27 18:00:00,2009-12-28,"POLYGON ((395391.39042143006 6339555.569032008, 395357.68350813544 6338869.449049701, 395256.8873842527 6338189.936777895, 395089.97277155553 6337523.576291227, 394858.5471490091 6336876.785005452, 394564.8392718685 6336255.791874226, 394211.67770754785 6335666.577400871, 393802.4635949692 6335114.816042862, 393341.13788973587 6334605.821563702, 392832.1434105756 6334144.495858469, 392280.38205256726 6333735.28174589, 391691.16757921205 6333382.120181569, 391070.17444798566 6333088.412304428, 390423.3831622113 6332856.986681882, 389757.022675543 6332690.072069185, 389077.51040373696 6332589.275945302, 388391.39042143006 6332555.569032008, 387705.27043912315 6332589.275945302, 387025.75816731714 6332690.072069185, 386359.39768064884 6332856.986681882, 385712.60639487446 6333088.412304428, 385091.61326364806 6333382.120181569, 384502.39879029285 6333735.28174589, 383950.63743228454 6334144.495858469, 383441.64295312425 6334605.821563702, 382980.3172478909 6335114.816042862, 382571.10313531227 6335666.577400871, 382217.9415709916 6336255.791874226, 381924.23369385104 6336876.785005452, 381692.8080713046 6337523.576291227, 381525.89345860743 6338189.936777895, 381425.0973347247 6338869.449049701, 381391.39042143006 6339555.569032008, 381425.0973347247 6340241.689014315, 381525.89345860743 6340921.20128612, 381692.8080713046 6341587.561772789, 381924.23369385104 6342234.353058564, 382217.9415709916 6342855.3461897895, 382571.1031353122 6343444.560663145, 382980.31724789087 6343996.322021154, 383441.64295312425 6344505.316500314, 383950.63743228454 6344966.642205547, 384502.39879029285 6345375.8563181255, 385091.61326364806 6345729.017882447, 385712.6063948744 6346022.725759587, 386359.39768064884 6346254.151382133, 387025.75816731714 6346421.065994831, 387705.27043912315 6346521.862118714, 388391.39042143006 6346555.569032008, 389077.51040373696 6346521.862118714, 389757.022675543 6346421.065994831, 390423.3831622113 6346254.151382133, 391070.1744479857 6346022.725759587, 391691.16757921205 6345729.017882447, 392280.38205256726 6345375.8563181255, 392832.1434105756 6344966.642205547, 393341.13788973587 6344505.316500314, 393802.4635949692 6343996.322021154, 394211.67770754785 6343444.560663145, 394564.8392718685 6342855.3461897895, 394858.5471490091 6342234.353058564, 395089.97277155553 6341587.561772789, 395256.8873842527 6340921.20128612, 395357.68350813544 6340241.689014315, 395391.39042143006 6339555.569032008))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2443004,2010.0,Other,Conifer,maritime pine,senfseidl,,,,
24647,2005-12-27 18:00:00,2010-12-28,"POLYGON ((390445.9323726436 6345590.073401105, 390412.225459349 6344903.953418798, 390311.42933546624 6344224.441146992, 390144.5147227691 6343558.080660324, 389913.0891002226 6342911.289374549, 389619.3812230821 6342290.296243323, 389266.2196587614 6341701.081769967, 388857.00554618274 6341149.320411959, 388395.6798409494 6340640.325932799, 387886.68536178913 6340179.000227566, 387334.9240037808 6339769.786114987, 386745.7095304256 6339416.624550666, 386124.7163991992 6339122.916673525, 385477.92511342483 6338891.491050979, 384811.56462675653 6338724.576438282, 384132.0523549505 6338623.780314399, 383445.9323726436 6338590.073401105, 382759.8123903367 6338623.780314399, 382080.3001185307 6338724.576438282, 381413.9396318624 6338891.491050979, 380767.148346088 6339122.916673525, 380146.1552148616 6339416.624550666, 379556.9407415064 6339769.786114987, 379005.1793834981 6340179.000227566, 378496.1849043378 6340640.325932799, 378034.8591991045 6341149.320411959, 377625.6450865258 6341701.081769967, 377272.48352220515 6342290.296243323, 376978.7756450646 6342911.289374549, 376747.35002251813 6343558.080660324, 376580.435409821 6344224.441146992, 376479.63928593823 6344903.953418798, 376445.9323726436 6345590.073401105, 376479.63928593823 6346276.1933834115, 376580.435409821 6346955.705655217, 376747.35002251813 6347622.066141886, 376978.7756450646 6348268.85742766, 377272.48352220515 6348889.850558886, 377625.6450865258 6349479.065032242, 378034.8591991045 6350030.826390251, 378496.1849043378 6350539.82086941, 379005.1793834981 6351001.146574643, 379556.9407415064 6351410.360687222, 380146.1552148616 6351763.522251544, 380767.14834608795 6352057.230128684, 381413.9396318624 6352288.65575123, 382080.3001185307 6352455.570363928, 382759.8123903367 6352556.36648781, 383445.9323726436 6352590.073401105, 384132.0523549505 6352556.36648781, 384811.56462675653 6352455.570363928, 385477.92511342483 6352288.65575123, 386124.7163991993 6352057.230128684, 386745.7095304256 6351763.522251544, 387334.9240037808 6351410.360687222, 387886.68536178913 6351001.146574643, 388395.6798409494 6350539.82086941, 388857.00554618274 6350030.826390251, 389266.2196587614 6349479.065032242, 389619.3812230821 6348889.850558886, 389913.0891002226 6348268.85742766, 390144.5147227691 6347622.066141886, 390311.42933546624 6346955.705655217, 390412.225459349 6346276.1933834115, 390445.9323726436 6345590.073401105))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2443004,2010.0,Other,Conifer,maritime pine,senfseidl,,,,
19308,2004-12-27 18:00:00,2009-12-28,"POLYGON ((395391.39042143006 6339555.569032008, 395357.68350813544 6338869.449049701, 395256.8873842527 6338189.936777895, 395089.97277155553 6337523.576291227, 394858.5471490091 6336876.785005452, 394564.8392718685 6336255.791874226, 394211.67770754785 6335666.577400871, 393802.4635949692 6335114.816042862, 393341.13788973587 6334605.821563702, 392832.1434105756 6334144.495858469, 392280.38205256726 6333735.28174589, 391691.16757921205 6333382.120181569, 391070.17444798566 6333088.412304428, 390423.3831622113 6332856.986681882, 389757.022675543 6332690.072069185, 389077.51040373696 6332589.275945302, 388391.39042143006 6332555.569032008, 387705.27043912315 6332589.275945302, 387025.75816731714 6332690.072069185, 386359.39768064884 6332856.986681882, 385712.60639487446 6333088.412304428, 385091.61326364806 6333382.120181569, 384502.39879029285 6333735.28174589, 383950.63743228454 6334144.495858469, 383441.64295312425 6334605.821563702, 382980.3172478909 6335114.816042862, 382571.10313531227 6335666.577400871, 382217.9415709916 6336255.791874226, 381924.23369385104 6336876.785005452, 381692.8080713046 6337523.576291227, 381525.89345860743 6338189.936777895, 381425.0973347247 6338869.449049701, 381391.39042143006 6339555.569032008, 381425.0973347247 6340241.689014315, 381525.89345860743 6340921.20128612, 381692.8080713046 6341587.561772789, 381924.23369385104 6342234.353058564, 382217.9415709916 6342855.3461897895, 382571.1031353122 6343444.560663145, 382980.31724789087 6343996.322021154, 383441.64295312425 6344505.316500314, 383950.63743228454 6344966.642205547, 384502.39879029285 6345375.8563181255, 385091.61326364806 6345729.017882447, 385712.6063948744 6346022.725759587, 386359.39768064884 6346254.151382133, 387025.75816731714 6346421.065994831, 387705.27043912315 6346521.862118714, 388391.39042143006 6346555.569032008, 389077.51040373696 6346521.862118714, 389757.022675543 6346421.065994831, 390423.3831622113 6346254.151382133, 391070.1744479857 6346022.725759587, 391691.16757921205 6345729.017882447, 392280.38205256726 6345375.8563181255, 392832.1434105756 6344966.642205547, 393341.13788973587 6344505.316500314, 393802.4635949692 6343996.322021154, 394211.67770754785 6343444.560663145, 394564.8392718685 6342855.3461897895, 394858.5471490091 6342234.353058564, 395089.97277155553 6341587.561772789, 395256.8873842527 6340921.20128612, 395357.68350813544 6340241.689014315, 395391.39042143006 6339555.569032008))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2444120,2010.0,Other,Mixed,"maritime pine,nr",senfseidl,,,,
19308,2004-12-27 18:00:00,2009-12-28,"POLYGON ((395391.39042143006 6339555.569032008, 395357.68350813544 6338869.449049701, 395256.8873842527 6338189.936777895, 395089.97277155553 6337523.576291227, 394858.5471490091 6336876.785005452, 394564.8392718685 6336255.791874226, 394211.67770754785 6335666.577400871, 393802.4635949692 6335114.816042862, 393341.13788973587 6334605.821563702, 392832.1434105756 6334144.495858469, 392280.38205256726 6333735.28174589, 391691.16757921205 6333382.120181569, 391070.17444798566 6333088.412304428, 390423.3831622113 6332856.986681882, 389757.022675543 6332690.072069185, 389077.51040373696 6332589.275945302, 388391.39042143006 6332555.569032008, 387705.27043912315 6332589.275945302, 387025.75816731714 6332690.072069185, 386359.39768064884 6332856.986681882, 385712.60639487446 6333088.412304428, 385091.61326364806 6333382.120181569, 384502.39879029285 6333735.28174589, 383950.63743228454 6334144.495858469, 383441.64295312425 6334605.821563702, 382980.3172478909 6335114.816042862, 382571.10313531227 6335666.577400871, 382217.9415709916 6336255.791874226, 381924.23369385104 6336876.785005452, 381692.8080713046 6337523.576291227, 381525.89345860743 6338189.936777895, 381425.0973347247 6338869.449049701, 381391.39042143006 6339555.569032008, 381425.0973347247 6340241.689014315, 381525.89345860743 6340921.20128612, 381692.8080713046 6341587.561772789, 381924.23369385104 6342234.353058564, 382217.9415709916 6342855.3461897895, 382571.1031353122 6343444.560663145, 382980.31724789087 6343996.322021154, 383441.64295312425 6344505.316500314, 383950.63743228454 6344966.642205547, 384502.39879029285 6345375.8563181255, 385091.61326364806 6345729.017882447, 385712.6063948744 6346022.725759587, 386359.39768064884 6346254.151382133, 387025.75816731714 6346421.065994831, 387705.27043912315 6346521.862118714, 388391.39042143006 6346555.569032008, 389077.51040373696 6346521.862118714, 389757.022675543 6346421.065994831, 390423.3831622113 6346254.151382133, 391070.1744479857 6346022.725759587, 391691.16757921205 6345729.017882447, 392280.38205256726 6345375.8563181255, 392832.1434105756 6344966.642205547, 393341.13788973587 6344505.316500314, 393802.4635949692 6343996.322021154, 394211.67770754785 6343444.560663145, 394564.8392718685 6342855.3461897895, 394858.5471490091 6342234.353058564, 395089.97277155553 6341587.561772789, 395256.8873842527 6340921.20128612, 395357.68350813544 6340241.689014315, 395391.39042143006 6339555.569032008))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2444121,2010.0,Other,Conifer,maritime pine,senfseidl,,,,
19308,2004-12-27 18:00:00,2009-12-28,"POLYGON ((395391.39042143006 6339555.569032008, 395357.68350813544 6338869.449049701, 395256.8873842527 6338189.936777895, 395089.97277155553 6337523.576291227, 394858.5471490091 6336876.785005452, 394564.8392718685 6336255.791874226, 394211.67770754785 6335666.577400871, 393802.4635949692 6335114.816042862, 393341.13788973587 6334605.821563702, 392832.1434105756 6334144.495858469, 392280.38205256726 6333735.28174589, 391691.16757921205 6333382.120181569, 391070.17444798566 6333088.412304428, 390423.3831622113 6332856.986681882, 389757.022675543 6332690.072069185, 389077.51040373696 6332589.275945302, 388391.39042143006 6332555.569032008, 387705.27043912315 6332589.275945302, 387025.75816731714 6332690.072069185, 386359.39768064884 6332856.986681882, 385712.60639487446 6333088.412304428, 385091.61326364806 6333382.120181569, 384502.39879029285 6333735.28174589, 383950.63743228454 6334144.495858469, 383441.64295312425 6334605.821563702, 382980.3172478909 6335114.816042862, 382571.10313531227 6335666.577400871, 382217.9415709916 6336255.791874226, 381924.23369385104 6336876.785005452, 381692.8080713046 6337523.576291227, 381525.89345860743 6338189.936777895, 381425.0973347247 6338869.449049701, 381391.39042143006 6339555.569032008, 381425.0973347247 6340241.689014315, 381525.89345860743 6340921.20128612, 381692.8080713046 6341587.561772789, 381924.23369385104 6342234.353058564, 382217.9415709916 6342855.3461897895, 382571.1031353122 6343444.560663145, 382980.31724789087 6343996.322021154, 383441.64295312425 6344505.316500314, 383950.63743228454 6344966.642205547, 384502.39879029285 6345375.8563181255, 385091.61326364806 6345729.017882447, 385712.6063948744 6346022.725759587, 386359.39768064884 6346254.151382133, 387025.75816731714 6346421.065994831, 387705.27043912315 6346521.862118714, 388391.39042143006 6346555.569032008, 389077.51040373696 6346521.862118714, 389757.022675543 6346421.065994831, 390423.3831622113 6346254.151382133, 391070.1744479857 6346022.725759587, 391691.16757921205 6345729.017882447, 392280.38205256726 6345375.8563181255, 392832.1434105756 6344966.642205547, 393341.13788973587 6344505.316500314, 393802.4635949692 6343996.322021154, 394211.67770754785 6343444.560663145, 394564.8392718685 6342855.3461897895, 394858.5471490091 6342234.353058564, 395089.97277155553 6341587.561772789, 395256.8873842527 6340921.20128612, 395357.68350813544 6340241.689014315, 395391.39042143006 6339555.569032008))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2444122,2010.0,Other,Conifer,maritime pine,senfseidl,,,,
19308,2004-12-27 18:00:00,2009-12-28,"POLYGON ((395391.39042143006 6339555.569032008, 395357.68350813544 6338869.449049701, 395256.8873842527 6338189.936777895, 395089.97277155553 6337523.576291227, 394858.5471490091 6336876.785005452, 394564.8392718685 6336255.791874226, 394211.67770754785 6335666.577400871, 393802.4635949692 6335114.816042862, 393341.13788973587 6334605.821563702, 392832.1434105756 6334144.495858469, 392280.38205256726 6333735.28174589, 391691.16757921205 6333382.120181569, 391070.17444798566 6333088.412304428, 390423.3831622113 6332856.986681882, 389757.022675543 6332690.072069185, 389077.51040373696 6332589.275945302, 388391.39042143006 6332555.569032008, 387705.27043912315 6332589.275945302, 387025.75816731714 6332690.072069185, 386359.39768064884 6332856.986681882, 385712.60639487446 6333088.412304428, 385091.61326364806 6333382.120181569, 384502.39879029285 6333735.28174589, 383950.63743228454 6334144.495858469, 383441.64295312425 6334605.821563702, 382980.3172478909 6335114.816042862, 382571.10313531227 6335666.577400871, 382217.9415709916 6336255.791874226, 381924.23369385104 6336876.785005452, 381692.8080713046 6337523.576291227, 381525.89345860743 6338189.936777895, 381425.0973347247 6338869.449049701, 381391.39042143006 6339555.569032008, 381425.0973347247 6340241.689014315, 381525.89345860743 6340921.20128612, 381692.8080713046 6341587.561772789, 381924.23369385104 6342234.353058564, 382217.9415709916 6342855.3461897895, 382571.1031353122 6343444.560663145, 382980.31724789087 6343996.322021154, 383441.64295312425 6344505.316500314, 383950.63743228454 6344966.642205547, 384502.39879029285 6345375.8563181255, 385091.61326364806 6345729.017882447, 385712.6063948744 6346022.725759587, 386359.39768064884 6346254.151382133, 387025.75816731714 6346421.065994831, 387705.27043912315 6346521.862118714, 388391.39042143006 6346555.569032008, 389077.51040373696 6346521.862118714, 389757.022675543 6346421.065994831, 390423.3831622113 6346254.151382133, 391070.1744479857 6346022.725759587, 391691.16757921205 6345729.017882447, 392280.38205256726 6345375.8563181255, 392832.1434105756 6344966.642205547, 393341.13788973587 6344505.316500314, 393802.4635949692 6343996.322021154, 394211.67770754785 6343444.560663145, 394564.8392718685 6342855.3461897895, 394858.5471490091 6342234.353058564, 395089.97277155553 6341587.561772789, 395256.8873842527 6340921.20128612, 395357.68350813544 6340241.689014315, 395391.39042143006 6339555.569032008))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2444123,2010.0,Other,Conifer,maritime pine,senfseidl,,,,
19308,2004-12-27 18:00:00,2009-12-28,"POLYGON ((395391.39042143006 6339555.569032008, 395357.68350813544 6338869.449049701, 395256.8873842527 6338189.936777895, 395089.97277155553 6337523.576291227, 394858.5471490091 6336876.785005452, 394564.8392718685 6336255.791874226, 394211.67770754785 6335666.577400871, 393802.4635949692 6335114.816042862, 393341.13788973587 6334605.821563702, 392832.1434105756 6334144.495858469, 392280.38205256726 6333735.28174589, 391691.16757921205 6333382.120181569, 391070.17444798566 6333088.412304428, 390423.3831622113 6332856.986681882, 389757.022675543 6332690.072069185, 389077.51040373696 6332589.275945302, 388391.39042143006 6332555.569032008, 387705.27043912315 6332589.275945302, 387025.75816731714 6332690.072069185, 386359.39768064884 6332856.986681882, 385712.60639487446 6333088.412304428, 385091.61326364806 6333382.120181569, 384502.39879029285 6333735.28174589, 383950.63743228454 6334144.495858469, 383441.64295312425 6334605.821563702, 382980.3172478909 6335114.816042862, 382571.10313531227 6335666.577400871, 382217.9415709916 6336255.791874226, 381924.23369385104 6336876.785005452, 381692.8080713046 6337523.576291227, 381525.89345860743 6338189.936777895, 381425.0973347247 6338869.449049701, 381391.39042143006 6339555.569032008, 381425.0973347247 6340241.689014315, 381525.89345860743 6340921.20128612, 381692.8080713046 6341587.561772789, 381924.23369385104 6342234.353058564, 382217.9415709916 6342855.3461897895, 382571.1031353122 6343444.560663145, 382980.31724789087 6343996.322021154, 383441.64295312425 6344505.316500314, 383950.63743228454 6344966.642205547, 384502.39879029285 6345375.8563181255, 385091.61326364806 6345729.017882447, 385712.6063948744 6346022.725759587, 386359.39768064884 6346254.151382133, 387025.75816731714 6346421.065994831, 387705.27043912315 6346521.862118714, 388391.39042143006 6346555.569032008, 389077.51040373696 6346521.862118714, 389757.022675543 6346421.065994831, 390423.3831622113 6346254.151382133, 391070.1744479857 6346022.725759587, 391691.16757921205 6345729.017882447, 392280.38205256726 6345375.8563181255, 392832.1434105756 6344966.642205547, 393341.13788973587 6344505.316500314, 393802.4635949692 6343996.322021154, 394211.67770754785 6343444.560663145, 394564.8392718685 6342855.3461897895, 394858.5471490091 6342234.353058564, 395089.97277155553 6341587.561772789, 395256.8873842527 6340921.20128612, 395357.68350813544 6340241.689014315, 395391.39042143006 6339555.569032008))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2444124,2010.0,Other,Conifer,maritime pine,senfseidl,,,,
19308,2004-12-27 18:00:00,2009-12-28,"POLYGON ((395391.39042143006 6339555.569032008, 395357.68350813544 6338869.449049701, 395256.8873842527 6338189.936777895, 395089.97277155553 6337523.576291227, 394858.5471490091 6336876.785005452, 394564.8392718685 6336255.791874226, 394211.67770754785 6335666.577400871, 393802.4635949692 6335114.816042862, 393341.13788973587 6334605.821563702, 392832.1434105756 6334144.495858469, 392280.38205256726 6333735.28174589, 391691.16757921205 6333382.120181569, 391070.17444798566 6333088.412304428, 390423.3831622113 6332856.986681882, 389757.022675543 6332690.072069185, 389077.51040373696 6332589.275945302, 388391.39042143006 6332555.569032008, 387705.27043912315 6332589.275945302, 387025.75816731714 6332690.072069185, 386359.39768064884 6332856.986681882, 385712.60639487446 6333088.412304428, 385091.61326364806 6333382.120181569, 384502.39879029285 6333735.28174589, 383950.63743228454 6334144.495858469, 383441.64295312425 6334605.821563702, 382980.3172478909 6335114.816042862, 382571.10313531227 6335666.577400871, 382217.9415709916 6336255.791874226, 381924.23369385104 6336876.785005452, 381692.8080713046 6337523.576291227, 381525.89345860743 6338189.936777895, 381425.0973347247 6338869.449049701, 381391.39042143006 6339555.569032008, 381425.0973347247 6340241.689014315, 381525.89345860743 6340921.20128612, 381692.8080713046 6341587.561772789, 381924.23369385104 6342234.353058564, 382217.9415709916 6342855.3461897895, 382571.1031353122 6343444.560663145, 382980.31724789087 6343996.322021154, 383441.64295312425 6344505.316500314, 383950.63743228454 6344966.642205547, 384502.39879029285 6345375.8563181255, 385091.61326364806 6345729.017882447, 385712.6063948744 6346022.725759587, 386359.39768064884 6346254.151382133, 387025.75816731714 6346421.065994831, 387705.27043912315 6346521.862118714, 388391.39042143006 6346555.569032008, 389077.51040373696 6346521.862118714, 389757.022675543 6346421.065994831, 390423.3831622113 6346254.151382133, 391070.1744479857 6346022.725759587, 391691.16757921205 6345729.017882447, 392280.38205256726 6345375.8563181255, 392832.1434105756 6344966.642205547, 393341.13788973587 6344505.316500314, 393802.4635949692 6343996.322021154, 394211.67770754785 6343444.560663145, 394564.8392718685 6342855.3461897895, 394858.5471490091 6342234.353058564, 395089.97277155553 6341587.561772789, 395256.8873842527 6340921.20128612, 395357.68350813544 6340241.689014315, 395391.39042143006 6339555.569032008))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2444125,2010.0,Other,Mixed,"maritime pine,nr",senfseidl,,,,
19308,2004-12-27 18:00:00,2009-12-28,"POLYGON ((395391.39042143006 6339555.569032008, 395357.68350813544 6338869.449049701, 395256.8873842527 6338189.936777895, 395089.97277155553 6337523.576291227, 394858.5471490091 6336876.785005452, 394564.8392718685 6336255.791874226, 394211.67770754785 6335666.577400871, 393802.4635949692 6335114.816042862, 393341.13788973587 6334605.821563702, 392832.1434105756 6334144.495858469, 392280.38205256726 6333735.28174589, 391691.16757921205 6333382.120181569, 391070.17444798566 6333088.412304428, 390423.3831622113 6332856.986681882, 389757.022675543 6332690.072069185, 389077.51040373696 6332589.275945302, 388391.39042143006 6332555.569032008, 387705.27043912315 6332589.275945302, 387025.75816731714 6332690.072069185, 386359.39768064884 6332856.986681882, 385712.60639487446 6333088.412304428, 385091.61326364806 6333382.120181569, 384502.39879029285 6333735.28174589, 383950.63743228454 6334144.495858469, 383441.64295312425 6334605.821563702, 382980.3172478909 6335114.816042862, 382571.10313531227 6335666.577400871, 382217.9415709916 6336255.791874226, 381924.23369385104 6336876.785005452, 381692.8080713046 6337523.576291227, 381525.89345860743 6338189.936777895, 381425.0973347247 6338869.449049701, 381391.39042143006 6339555.569032008, 381425.0973347247 6340241.689014315, 381525.89345860743 6340921.20128612, 381692.8080713046 6341587.561772789, 381924.23369385104 6342234.353058564, 382217.9415709916 6342855.3461897895, 382571.1031353122 6343444.560663145, 382980.31724789087 6343996.322021154, 383441.64295312425 6344505.316500314, 383950.63743228454 6344966.642205547, 384502.39879029285 6345375.8563181255, 385091.61326364806 6345729.017882447, 385712.6063948744 6346022.725759587, 386359.39768064884 6346254.151382133, 387025.75816731714 6346421.065994831, 387705.27043912315 6346521.862118714, 388391.39042143006 6346555.569032008, 389077.51040373696 6346521.862118714, 389757.022675543 6346421.065994831, 390423.3831622113 6346254.151382133, 391070.1744479857 6346022.725759587, 391691.16757921205 6345729.017882447, 392280.38205256726 6345375.8563181255, 392832.1434105756 6344966.642205547, 393341.13788973587 6344505.316500314, 393802.4635949692 6343996.322021154, 394211.67770754785 6343444.560663145, 394564.8392718685 6342855.3461897895, 394858.5471490091 6342234.353058564, 395089.97277155553 6341587.561772789, 395256.8873842527 6340921.20128612, 395357.68350813544 6340241.689014315, 395391.39042143006 6339555.569032008))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2444127,2010.0,Other,Mixed,"maritime pine,nr",senfseidl,,,,
19308,2004-12-27 18:00:00,2009-12-28,"POLYGON ((395391.39042143006 6339555.569032008, 395357.68350813544 6338869.449049701, 395256.8873842527 6338189.936777895, 395089.97277155553 6337523.576291227, 394858.5471490091 6336876.785005452, 394564.8392718685 6336255.791874226, 394211.67770754785 6335666.577400871, 393802.4635949692 6335114.816042862, 393341.13788973587 6334605.821563702, 392832.1434105756 6334144.495858469, 392280.38205256726 6333735.28174589, 391691.16757921205 6333382.120181569, 391070.17444798566 6333088.412304428, 390423.3831622113 6332856.986681882, 389757.022675543 6332690.072069185, 389077.51040373696 6332589.275945302, 388391.39042143006 6332555.569032008, 387705.27043912315 6332589.275945302, 387025.75816731714 6332690.072069185, 386359.39768064884 6332856.986681882, 385712.60639487446 6333088.412304428, 385091.61326364806 6333382.120181569, 384502.39879029285 6333735.28174589, 383950.63743228454 6334144.495858469, 383441.64295312425 6334605.821563702, 382980.3172478909 6335114.816042862, 382571.10313531227 6335666.577400871, 382217.9415709916 6336255.791874226, 381924.23369385104 6336876.785005452, 381692.8080713046 6337523.576291227, 381525.89345860743 6338189.936777895, 381425.0973347247 6338869.449049701, 381391.39042143006 6339555.569032008, 381425.0973347247 6340241.689014315, 381525.89345860743 6340921.20128612, 381692.8080713046 6341587.561772789, 381924.23369385104 6342234.353058564, 382217.9415709916 6342855.3461897895, 382571.1031353122 6343444.560663145, 382980.31724789087 6343996.322021154, 383441.64295312425 6344505.316500314, 383950.63743228454 6344966.642205547, 384502.39879029285 6345375.8563181255, 385091.61326364806 6345729.017882447, 385712.6063948744 6346022.725759587, 386359.39768064884 6346254.151382133, 387025.75816731714 6346421.065994831, 387705.27043912315 6346521.862118714, 388391.39042143006 6346555.569032008, 389077.51040373696 6346521.862118714, 389757.022675543 6346421.065994831, 390423.3831622113 6346254.151382133, 391070.1744479857 6346022.725759587, 391691.16757921205 6345729.017882447, 392280.38205256726 6345375.8563181255, 392832.1434105756 6344966.642205547, 393341.13788973587 6344505.316500314, 393802.4635949692 6343996.322021154, 394211.67770754785 6343444.560663145, 394564.8392718685 6342855.3461897895, 394858.5471490091 6342234.353058564, 395089.97277155553 6341587.561772789, 395256.8873842527 6340921.20128612, 395357.68350813544 6340241.689014315, 395391.39042143006 6339555.569032008))",Tree-logging,Broadleaf,Pedunculate Oak,nfi,2444134,2010.0,Other,Mixed,"nr,maritime pine",senfseidl,,,,
